,City,2018
3044,Pittsburgh,138606.01069687188
13102,Pocasset,120155.74294744895
12470,Sidney,46492.94854297157
203,Washington,782194.0053795576
30,New York,930841.0940282587
10563,Senecaville,137790.07917550308
6293,Santa Monica,2451903.3978185626
51,New York,1000204.8078580796
9501,China Grove,233351.73510067948
11947,Earlington,26803.924371599238
5717,Longview,137076.77695247665
12274,Morris Chapel,102949.83854567546
8089,Portland,506965.1409460295
10879,Damon,220520.6416612337
11719,Tribbey,96413.66013767953
807,Friendswood,259389.96383983968
13031,Kenefic,112238.996156344
10986,Maxwell,163405.92162387818
4072,Kilgore,134625.52415652102
1782,Santa Monica,1376434.1829298544
10956,Rock Island,83271.64995213058
1480,San Antonio,264151.5141907493
12023,Stuart,109925.34748177796
831,San Antonio,192185.5783828576
5938,Shaler Township,208210.90812605512
4522,Flower Mound,451835.55240150273
19,League City,263417.5538213892
10405,Bridgehampton,2600860.814871494
5405,La Canada Flintridge,1118082.5175485513
3783,Stagecoach,276042.3798215448
495,Houston,201347.96295437406
5583,Ross Township,162385.3168676657
8877,Calera,108541.7813295924
105,New York,1937659.2486129724
4307,Coronado,1379752.3450714326
8582,Longview,161080.2450190434
766,Los Angeles,1807251.7741114646
1239,Allen,432098.61544307845
5164,Culver City,1071153.3741614772
6013,Pittsburgh,234352.3039843885
2526,Los Angeles,920103.3859258263
2986,Dallas,196652.92517443642
2390,Murray,131482.64507632688
612,Plano,480793.6892944025
22,Washington,675451.6977459453
12341,Myers Flat,346508.42901174584
5775,Woodward,102894.63203030967
3568,University Park,1419367.2443055306
2672,Los Angeles,1198128.3229045407
6374,Woodland Park,330427.3282273997
391,San Diego,565196.5546207618
3496,Oakland,859098.4029700294
12464,Gans,72980.4468252134
11433,Wainscott,2408556.3644944914
10365,Dallas,214228.46156315133
2235,Washington,776274.7503337881
11360,Crawford,312888.5465625142
11280,Summerland,1190069.031727544
8433,Hardinsburg,106724.76251039353
9550,Lone Grove,114005.38461232332
4797,Malibu,2031151.5562868698
11743,Terlton,80204.02266552656
2375,Lake Jackson,194813.07850720733
1316,New York,1108774.4962444585
10410,Rush Springs,76289.71956650226
11781,Roff,89401.941032712
3771,Somerset,172418.00754966447
9831,Crofton,100864.85097526763
12199,Whitleyville,83213.13027450346
1173,San Francisco,1741020.5003199852
899,Los Angeles,2095324.2464942215
10970,Keota,67872.76953375796
13350,Mutual,116535.2006331584
2250,Miami,675111.5111577441
252,Los Angeles,1182472.3482020106
9595,Robinson Creek,45112.2396746512
95,Jersey City,1133527.1134218266
1032,Spring,199874.23278491624
5058,New York,984796.9592559213
13205,Wynona,61716.02636176697
12793,Kneeland,466023.98862255673
12033,Denton,319135.9109973459
2329,Palm Springs,551559.8501805437
3051,Arcadia,915789.173816965
12900,Dustin,38406.139989285984
111,New York,2077345.9950278162
4496,Washington,529232.9329917857
5984,Pittsburgh,122439.97463408268
869,San Francisco,1413576.5394597976
1654,Los Angeles,822824.4306871362
14,New York,3075815.099853864
1903,Longview,197572.14324017364
12318,Farmington,91796.3022473514
1364,Menlo Park,2109753.750639752
7786,Town Of Amherst,276440.8834570215
1894,Palo Alto,1819672.4722418182
8350,Marietta,97488.47759945011
551,San Antonio,398555.98242126
2585,San Carlos,1631026.8704805598
13080,Pawlet,136061.87238979313
1976,Marquette,196121.2697683083
1875,Los Angeles,1109563.449624085
13577,Headrick,66675.06024314696
2622,Corbin,100642.92737211916
1152,New York,2498273.2825652617
8405,Portola Valley,3118776.624782845
726,Los Angeles,929982.7207763884
7,New York,914688.9289893259
1842,San Francisco,2914440.306637549
179,New York,888097.6622207195
2816,Los Angeles,782994.7537541304
184,Los Angeles,861883.6404157645
1494,Portland,417158.3475812151
2458,Stafford,187511.77219571167
1168,San Francisco,1353932.168058591
2290,Portland,463463.7430807579
3542,San Mateo,1689736.4674969248
1235,Burlingame,2386288.096217413
5759,Solana Beach,1135448.6626791414
6083,Berkeley,1178447.295052296
13067,Arlington,153448.0990687007
84,Miami Beach,1906418.5401909668
3839,Los Angeles,991369.5605581556
5543,Sacramento,290172.01281029097
7962,Cleveland,91918.23276903812
11897,Ringwood,108230.42513207694
530,Kyle,205467.33631971094
392,Tomball,217371.051097594
12765,Austin,131939.95709891483
12668,Elizabeth,125217.92306302846
2264,San Francisco,1424179.689560498
2668,Laguna Beach,1763945.7639223489
13428,Payneville,69679.11588889133
5463,Newport Beach,2201340.8854198563
865,San Diego,1507516.806278409
7807,Pittsburgh,539268.8199391175
71,Alameda,871046.6977044912
2236,La Porte,168422.2389944471
5988,Glenwood Springs,472749.7630429245
5838,Sacramento,443008.8393883608
13513,Hunter,78701.76965847782
1080,Washington,877089.4987201421
7719,Anamosa,157609.96776012707
12276,Sioux Rapids,85944.67736734389
8413,Newport Beach,2252013.4253768465
13722,Monroe,62129.81777569244
11810,Kaaawa,862441.7613772666
2894,East Hampton,1498772.555303124
644,San Antonio,261340.0647611979
7908,Haleiwa,1290505.9047745168
2438,San Francisco,1966623.098947844
585,Los Angeles,693239.0808989741
10372,Town of Theresa,132773.19851423724
6519,Redwood City,1577698.4222432876
3292,Newport Beach,1668675.2345467976
510,Sunnyvale,1743532.3205600474
1751,New York,2430839.7417279608
1310,Boston,721498.5384824504
728,San Francisco,2541007.37721145
5042,New Orleans,328922.9285299037
11894,Okeene,61777.13046743091
1283,San Diego,581336.8813974157
6031,Sag Harbor,1597101.596190221
9333,Water Mill,3230109.354773487
6700,Berkeley,1256309.1409792705
11199,Eucha,134588.0819586474
52,Hoboken,1516722.7714638126
1738,New York,959374.7923914222
6343,Berkeley,1262564.4689243408
4467,Washington,757952.9956407831
812,Irving,403355.92207501
10227,Buchanan,154247.46978385333
10607,Bayside,480730.7044562989
4179,Long Beach,731811.04730017
34,Cypress,249646.28328638387
9104,Divide,292573.29614482645
3750,Hampton Township,252363.63378526442
1732,Los Angeles,1249574.6706818729
7067,Carthage,137691.67355935668
3165,Pasadena,856858.451305673
13888,Springfield,127948.14121598985
1221,San Francisco,1196412.3669169866
12522,Ripley,88723.31758334918
9961,Vinton,76476.42028521637
169,Washington,605867.4998685303
7773,Berkeley,793848.8625147837
755,Ross Township,254323.3902535911
4125,Berkeley,1153835.1538272311
5050,Oakland,1188492.0341603514
6337,Boston,679525.5179004903
1625,Oakland,717048.2703193096
1563,Oakland,544839.0241494491
2244,Mountain View,1478840.8314960457
2849,New York,945555.491655768
6696,New York,1080357.3576130995
3903,Durant,103477.94668251334
5108,San Francisco,1981004.218867777
11757,Early Branch,86578.30570521568
12175,Sunol,1037064.443709232
2524,Los Angeles,634491.4900056516
10476,Black River,177545.90778825202
12442,Town of Lyme,180592.71912556095
978,New York,1059298.3145748766
9448,Wynnewood,68762.62938992068
11531,Weleetka,52220.444580446994
2198,Nashville,299755.36713367136
692,Los Angeles,683945.0513495965
7380,Los Angeles,1924051.9984773432
1118,Houston,203954.28756214067
12438,Ireton,147840.9751919219
11814,Fountain Run,79143.32683691893
3628,Redwood City,1841710.5220051038
1129,Los Angeles,648833.9515965078
4688,San Francisco,1393405.2078979
7354,Montauk,1508423.844957647
4009,Los Angeles,2356619.973391789
12398,Town of Bolton,439941.3515924274
1960,Portland,585679.9525180875
4783,Berkeley,852114.5925780345
9304,Sayre,73713.89134456529
8310,White Oak,182790.912245722
5027,Portland,516121.3550942318
145,Los Angeles,1142649.4366248364
1040,San Francisco,1945180.7623208738
13750,Blanco,56281.6037329563
5129,Southampton,1544965.499884774
2507,New York,932625.6445106709
541,Miami Beach,879715.2808194141
1679,Cheektowaga,119716.02693506266
12684,Gracey,111841.12568026473
2604,Boston,513267.57337064826
5365,Willis,227297.95615475718
9804,Amagansett,2654770.9316034107
12503,Bradbury,1177645.2615152479
716,Philadelphia,427363.75894582685
77,San Francisco,1354401.2445257958
10626,Saint Hedwig,221115.5706950284
324,San Antonio,206137.69675227665
2923,Boston,2150636.4923111205
489,Philadelphia,217618.73149720754
10720,Rose Bud,115720.33438550985
10501,Washburn,111589.9020002576
13211,Scotland,82344.92449779947
1667,Los Angeles,732379.3629854885
2546,Culver City,1000173.2188605478
1346,Oakland,454897.3113485594
1304,Los Angeles,707478.7572018811
4636,Washington,550442.2157003856
9999,Town of Argyle,171726.87248463713
2136,Miami Beach,1672612.899881859
4343,Philadelphia,458143.413261975
1688,New York,1037428.3546092869
8789,Sunnyvale,408391.8310746993
13504,Muse,60927.65074515397
3436,Arcadia,868134.9846416883
6887,Sacramento,416048.1055581838
4406,Baltimore,277440.1918756465
6625,Eufaula,81371.9795049695
1000,New Orleans,526942.5100210848
552,Sunnyvale,1422987.8034567519
13104,Crowder,65752.22030616207
2305,Boston,2057080.193156169
5645,Russellville,91040.62518319328
2738,Deer Park,182124.42031356168
8993,Evans Mills,170657.15749287728
10792,Hayden,287899.2724260869
7326,San Antonio,306781.30175853893
11655,Glidden,124751.16812143526
11392,Calcium,157864.9012883364
8953,Dry Prong,137415.61158551602
9753,Wyandotte,102110.58163189932
4749,Portland,652660.7288785297
592,Martinez,546254.1272486344
9431,Hauula,698618.9508667982
2540,Bethel Park,207944.08581862433
10339,Waterloo,291062.54587719386
5658,Kahului,629782.9277731834
2845,Dallas,544008.995499264
82,Los Angeles,1168381.7230002277
2321,The Woodlands,238923.6300671387
12862,Olivehill,89157.36853356773
3490,Santa Monica,1165801.9560649772
13053,Hominy,70471.5639074723
647,Philadelphia,311646.73609224445
1187,Honolulu,881282.0903080867
11721,Richgrove,128745.30378165697
10819,Town of Bolton,472599.7098524358
2176,Portland,452622.7591730007
1827,Palm Springs,470398.08360903314
1247,Glen Park,145462.94252136466
1659,Foster City,1485871.1709486726
6535,Encinitas,1037956.9237002364
9829,Stratford,79244.14724146563
3235,Portland,652845.5682014064
44,New York,1149915.7291974758
8555,Cooperstown,274746.547786778
3683,Los Angeles,766860.3166438921
6757,Philadelphia,645776.7489263345
6989,Fort White,157605.58768340375
5603,Houston,740523.9936055441
10749,Town Of Prattsburgh,110780.936328702
11547,Heber,232927.67920005647
10,San Francisco,2175161.848973858
1011,Honolulu,1235725.042103602
12695,Town Of Otsego,263066.5535834478
2007,Nashville,348765.9495590868
5057,Pittsburgh,286053.3240632841
10785,Battle Ground,183283.21490722612
834,Denver,515576.8767408889
2955,Houston,813727.8701625252
4201,Philadelphia,203419.17895223785
1543,New Orleans,394848.6002451911
4992,El Segundo,1235556.8047680738
365,Atascocita,212615.09323931378
3620,Honolulu,866432.9698963058
11815,Shawnee,86043.2468367871
1690,Honolulu,716529.0107026346
361,New York,1108000.4564188784
4223,Millbrae,1539775.4801807152
9006,Vian,80286.32960950669
160,Cinco Ranch,258540.2655328865
68,New York,858631.0272799139
1608,Mountain View,2078600.6774014544
6176,Gladewater,131928.1794428606
5109,Compton,344837.83386990125
623,New Orleans,258490.79910799104
3154,Belmont,1544421.4874658706
9522,Peterstown,91973.9433482976
4935,Palo Alto,3211547.515051035
11972,Sagaponack,4253056.200085355
927,Portland,511737.2565436864
13435,Redvale,229631.1156309891
2476,Lexington,360491.169551614
1147,Los Angeles,592596.1649736192
13028,Black Creek Township,75685.62617791907
3067,Sacramento,404631.83771581657
5735,Glendale,684650.1062622804
1944,San Jose,1668252.950278065
8854,Tishomingo,70707.63980460879
1460,Boston,790409.2272304113
669,Philadelphia,199829.67690353023
188,Houston,216387.4741425027
3493,New Orleans,538972.6428183435
5431,Mountain View,1745283.8211465855
331,San Francisco,1261032.1129894832
3963,Imperial Beach,514502.1803414133
352,New York,969126.2077921872
12360,Newburg,88367.85784113588
5493,Key Biscayne,2554849.8947843853
3861,Addison,344016.1983292462
2435,Ada,92143.69848280743
4318,Baltimore,226574.54547215602
5259,Cambridge,834364.1453906848
10693,Corydon,92367.43537034412
11014,Town of Philadelphia,125683.63872111044
8055,Spiro,71629.39218643654
12376,Town of Stamford,135112.64560530568
8165,Locust Grove,101961.26211334707
5170,Brookfield,372696.1254032089
11468,Cashion,150277.34302075376
991,Long Beach,420788.9399369728
3419,Louisville,295117.2490077003
1691,Los Angeles,1060140.6670674041
895,Bellevue,1797265.8342777218
310,Seattle,753884.1548344891
13456,Meadow Bridge,66683.37695966907
4814,Washington,980077.8331981272
10916,Town Of Worcester,131126.42972363852
6498,Steamboat Springs,742973.8316762521
4159,Conroe,218465.24926987613
4923,Nashville,579523.8336612924
3402,Sacramento,399483.24258867
8798,Kalaheo,667168.0279052244
3525,Boston,607664.60567425
2661,Pearl City,746317.3029903193
12631,Town Of Inlet,296975.1665452201
2000,Searcy,136684.6479327657
1284,Oakland,566448.5493025604
589,Portland,349293.7069653517
950,Moon Township,214566.268123151
4526,Pasadena,737267.8056205516
5041,Los Angeles,359056.8945493904
4622,Albany,979323.634019884
1735,Seattle,732842.7360077624
4224,Los Angeles,723187.9823869161
7993,Waialua,757782.6913372193
16,New York,1063947.793075992
9011,Cayucos,688467.3169546648
1065,San Mateo,1361439.355375012
9667,Pawnee,63864.7868114756
13560,Phippsburg,234872.46279390453
859,Tonawanda,140193.39794565106
8933,Boston,4553382.51452216
11586,Town Of Maryland,116955.26354181592
7852,Mannford,127717.17939672529
1862,Glendale,709317.6324484353
1895,Aiea,869696.0230438416
1222,Fremont,1398060.26279356
10439,Lynnville,152843.84045363046
12214,Dexter,156693.7748746841
4888,Naples,2635181.8376594195
5761,American Canyon,527176.9733693651
695,Honolulu,952018.9221535043
4429,Boston,507324.73938121204
5091,South Fayette Township,185241.25183009732
2642,Atlanta,129249.43651319697
3042,Stillwater,157715.91682146525
3680,Los Angeles,342364.30402097816
5852,Bellaire,903041.269835938
3382,Pasadena,707281.8950228306
1451,Westfield,223957.01727257148
7828,New Britain,188355.91629851863
11245,Town of Cherry Valley,127367.82377645926
10977,Howe,92724.51282736457
7545,Vail,1420564.03106056
3050,Los Angeles,556252.2455747913
3135,Boston,487168.9412606504
5497,Los Angeles,1382486.8601423644
11293,Ohio City,86356.899478202
3264,New York,937816.4600586841
1937,Seattle,716901.2077981528
10891,Wetumka,50606.424609642454
6474,Youngstown,195122.20631269086
884,San Francisco,1461809.6995968118
12590,McCurtain,62514.518070560734
12895,Town Of Hartford,148039.8143630635
12538,Underwood,442426.5053548145
4041,Los Angeles,474572.2263456362
6379,Philadelphia,249271.0016496525
6265,Harwich,402357.10658450273
317,Antioch,259307.79174336
4083,Denver,477226.07118862646
1359,Philadelphia,445532.7425534253
3276,San Francisco,809206.9791411983
12434,Highland,196045.70402556765
159,Seattle,749998.9286959143
8173,Neptune Township,559335.0058956929
6527,Los Angeles,573913.2629176695
8883,Paia,765579.2376671437
571,Los Angeles,453907.2897808254
9000,Newport Beach,2171964.771478121
2111,Tomball,267422.6034396985
1532,Long Beach,549857.4766303438
2692,Portland,347495.9120615786
10436,Deal,1909990.9773652616
597,Daly City,912760.4056520748
10432,Carnegie,52599.26659891818
11248,Whitewater,350730.5904153679
12930,Allensville,113149.35282213654
3249,Palos Verdes Estates,1438604.0502031548
4677,Sacramento,397718.08102313353
2905,Los Angeles,1248456.6923055514
6674,Oklahoma City,220189.9465538657
875,Philadelphia,811036.0598238292
9504,Hanover Township,238666.0041085619
2318,Los Angeles,526923.4334801943
236,New York,900861.6470720236
430,New York,956836.823621348
13868,Town Of Keene,333833.0840397846
12825,Grady,47544.08116921544
6028,Portland,363009.598137576
1004,Long Beach,1051015.793731863
12334,Town Of New Lisbon,147525.83296851587
12720,Salisbury,80968.7925429285
11755,Lake Arrowhead,187279.4307946632
4984,San Francisco,1522997.0036964559
5503,Carbondale,649013.0012147297
2342,Glendale,994036.3792813356
2744,Temple City,712581.8612897513
7436,Washington,877432.6317507387
8565,San Francisco,1131811.5371871027
12410,Ratliff City,57839.286448124294
13718,Percival,110091.12256789328
12100,Town Of Hartwick,164719.3663622861
2144,Los Angeles,603796.0482933964
542,Arlington,1069978.582581358
7175,Town of Fort Edward,164694.09032701276
1491,Denver,423324.9977100492
9922,Medina,2501721.37026763
9230,Gasport,137064.63978642548
4848,San Fernando,444575.1110528109
940,Oakland,1173619.391663143
74,New York,746792.0600906402
2160,Los Angeles,620036.2326405453
2624,Miami,570171.1945461503
1019,Los Angeles,727472.7654083722
2035,The Woodlands,301052.43455848866
5767,New York,742204.7270262286
11076,Glencoe,113174.79667349074
2843,San Gabriel,681185.5603405427
13210,Town Of Arietta,241738.43081296555
7164,Glendale,1061130.701428915
8324,Bradley Beach,724849.9159795811
12336,Delaplane,654968.7548518302
2812,Crosby,178394.8110608206
1098,Los Angeles,437939.5994725535
7652,Snowflake,164643.22101117542
4297,San Bernardino,234483.8259446977
193,Fremont,904759.5221609058
13305,Burbank,121299.49204549273
3009,Seattle,854709.3725809762
9081,Jackson,175698.74968453147
6004,Hudson Falls,147891.52528394887
7143,Globe,113511.02349522956
9807,Mangum,42798.433817554636
3138,El Cerrito,674669.5449772314
2399,East Los Angeles,416934.9923090207
2473,Pasadena,787097.4946902208
4722,Boston,941035.9735563288
10531,Adair,132700.28697963257
5618,Garden Grove,588057.1733977867
1701,San Francisco,1253457.6330309995
6130,Los Angeles,1442286.853834739
1772,Ardmore,95434.52608686668
10359,Lanai City,494492.90996918705
2395,Los Angeles,419180.1982027439
4107,Palm Beach,4167949.1998203336
11551,Wayne,92736.77997140307
2374,Washington,1439465.392686583
2462,Houston,637755.8448180002
11193,Blair,76015.14073701372
5233,Santa Barbara,1163113.8002846807
104,New York,872900.00689725
12198,Worcester,238034.58310872022
2961,Palo Alto,2447816.904102438
4462,Nashville,249816.6528289046
11898,Waverly,64112.17426341379
4026,Pikeville,53496.702540330254
12326,Cerulean,132022.95492489828
697,New York,784803.6267129163
6622,San Jose,1275586.195156185
11119,Scotts Hill,78673.79052839089
12543,Clark,470883.8739477811
6592,Craig,195099.47723836813
2175,Redwood City,1411402.2260342925
4310,Berkeley,1026717.5008704443
519,Seattle,1022260.2719187142
10657,Tipton,129392.73013824293
13170,Lincoln,372977.24619806046
13573,Lenore,161202.05660217686
10813,Tonto Basin,175749.6383922561
7002,New York,854629.5330217351
284,Seattle,753101.2229270552
12969,Yampa,249132.18501391928
5261,Boulder,695510.40886234
3037,Compton,371729.9616574365
9908,Town of Hancock,119103.25168578587
1477,Los Angeles,525598.9678519798
10247,Ponce,143553.12029196
288,Santa Clara,1233991.479028835
2475,Compton,364175.3711661487
3733,Boston,723642.3769689287
706,Oshtemo,233589.78784289391
12706,Langley,134917.60019211777
11771,Town Of White Creek,168742.7792458471
979,Los Angeles,547714.9126385193
9579,Fayston,329460.0010731885
13272,Sunderland,221942.97073444302
4963,Burbank,778771.4773299949
5232,Nashville,532700.923918637
15,New York,827828.8529940018
372,Fremont,824762.7451292414
2234,Wahiawa,633879.6358327076
5528,Honolulu,1417563.9329494075
3699,Portland,376569.3187906264
1036,Boston,497988.44776777795
1210,Los Angeles,1062570.085760053
7970,Chandler,101332.91189482789
2583,Altadena,792010.6138150599
2341,Arlington,844177.7895498179
2896,Redwood City,1006985.646627778
10011,Arlington,916936.27865856
362,Arlington,665471.656788895
11241,Jefferson Township,78246.66225699213
4606,Bellevue,1093390.699242177
1990,Brookline,1821469.875217684
8909,Brisbane,892453.3898283031
3100,Fremont,943528.95742977
3920,Arden-Arcade,441483.9990486757
12005,Town Of Wilmington,200061.24355588263
5182,Inglewood,500002.5037182729
7263,Mount Rainier,340972.93043134944
2291,Burbank,749376.6634181279
11295,Moretown,298420.269534952
12781,Chattanooga,76490.44790879634
845,Kaneohe,889102.7195649905
8304,Waimanalo,807021.5200399582
4898,Miami,656685.1030069045
267,New York,980332.3330317392
10449,Bethel Island,342225.3507749716
3726,Tonawanda,141904.06287311536
13702,Town of Greece,118426.4399886378
12170,Smithville,71967.2253443132
13013,Town of Granville,159827.4293522235
10541,Oak Creek,360150.27395949565
8186,Koloa,755310.4746739212
461,North Tonawanda,143489.3650156713
11035,Kenwood,804674.6627753428
4518,Dallas,123065.59991046465
13505,Town of Fort Ann,144682.17730623845
5540,Arlington,918288.8204752664
5491,Pittsburgh,492667.19687895593
2847,Saratoga,2349401.5976359937
13296,Town Of Arietta,298723.6158188294
2417,Long Beach,496669.6555240566
7100,Ladera Heights,1103523.5253134426
2985,Boulder,979063.0327643872
12065,Town Of Ancram,286732.4090734764
13476,Town Of Henderson,271595.787996098
5619,Lihue,562959.9045307225
11151,Waimea,489567.54930422094
3510,Cheektowaga,144856.73132122686
3503,Columbus,308260.96502900124
5036,Irvine,1367742.9652600372
5755,Atlanta,343079.6273521823
11012,Blue Lake,349007.0076342911
566,Alhambra,706555.5872683106
3388,San Jose,1178535.6229095752
502,San Francisco,965523.9852567852
3906,Charleston,434755.6837062711
11802,Caroga,130330.77300247304
2545,Seattle,986412.6452269652
13559,Louisville,1123906.917856277
763,Mililani,772563.4098422165
4681,San Gabriel,867880.3577783734
