City,2008
Abbeville,99495.55076388357
Abell,279919.2044909181
Aberdeen,156876.73053202205
Abernathy,68194.7676770358
Abingdon,226380.66360882594
Abington,313073.5288689432
Abington Township,260457.97754009743
Absecon,190373.34910861574
Acampo,316172.2085094797
Accident,139131.75950159694
Accokeek,333486.7181801231
Achille,46011.70244830831
Ackley,97755.18208502699
Acton,400563.64690403786
Acushnet,249010.4124432405
Acworth,184955.17025474057
Ada,81333.69923009118
Adair,74905.55196498099
Adairsville,114342.62079302932
Adairville,67905.49412436945
Adams,153490.61726847096
Adams Center,120902.15951717939
Adamstown,385353.3683221644
Adamsville,77693.33859790048
Addison,188048.78429008156
Addy,131572.40748887561
Adel,75866.39290424966
Adelphi,59984.29277118397
Adena,55969.99270383472
Adkins,169924.73890676227
Adona,55788.02919829012
Adrian,77514.96660358418
Affton,138256.22109077
Afton,262522.6005353522
Agawam,202898.75914788284
Agness,212527.1244112687
Agoura Hills,681538.4256749164
Aguanga,228779.1998422584
Aguila,209394.56516226067
Aiea,596316.682944766
Aiken,143759.7518302795
Airville,169217.00402448818
Airway Heights,148010.99487120454
Ajo,74684.58560831388
Akron,85981.60989721576
Alachua,163847.1457780276
Alameda,522695.2583434022
Alamo,477120.6650160081
Alamosa,120755.26210519286
Albany,156282.67382114343
Albany Township,211167.41657551465
Albemarle,98493.21536511568
Albert City,67848.49316356369
Albertson,315180.42708606215
Albertville,201855.00494891094
Albion,89885.31878386583
Alburnett,160273.20916260616
Alburtis,176602.1695940427
Alcoa,115933.21981429274
Alcolu,83162.3980109134
Alden,177919.07518465028
Alderson,52765.53104485962
Aldie,514188.4187412261
Aledo,249682.72436103103
Alexander,194819.45805106233
Alexandria,318275.3438828982
Alexandria Bay,107245.09725840746
Alger,72242.28381715696
Algonac,144942.57799247093
Algonquin,249587.53465064484
Alhambra,348547.7262601122
Alicia,33380.84536022575
Aliso Viejo,558624.4071040512
Allegan,128594.19726032714
Allegheny Township,110589.78709143016
Alleman,180832.02187985482
Allen,187103.9724616556
Allen Park,109900.09505265787
Allendale,393443.1389287084
Allenhurst,110565.68366518273
Allenport,67169.13023634924
Allenspark,241132.15479841907
Allensville,87430.65677979832
Allentown,102968.64471074082
Allerton,94656.38524508184
Alliance,81025.38212229699
Allons,76432.49485865809
Alma,140928.18697262785
Almo,107953.35609077818
Alna,174513.50844817693
Alpena,76930.64422869787
Alpharetta,310513.8611561111
Alpine,781856.0035974109
Alsip,173102.9083835606
Alstead,150619.74828176983
Alta,214542.10445618708
Altadena,526937.9813273556
Altamont,67156.32454232383
