,City,1997
9741,Hennessey,35669.04031818959
12312,Bath Springs,44732.14814867263
6197,Shaler Township,76188.1402005703
281,Los Angeles,-10798.872312304391
911,Los Angeles,-40123.228205413085
12359,Malcolm,140936.29707762488
7281,Beverly Hills,-27043.544260981613
9284,Los Angeles,368004.11773794255
5466,Conroe,102350.12974760473
8591,Sneedville,37234.65081504736
3807,Bellevue,78577.8820373961
9723,Wister,31956.459054698218
5577,Austin,281196.7812031093
2724,Grandview Heights,143866.10788080498
6492,Pittsburgh,41597.090565484665
6160,Santa Monica,59578.265821003966
1167,Pearland,131181.74138633558
214,Los Angeles,10766.884837709542
4351,Baytown,162455.83179330188
10285,Goldsby,78872.62351262316
5412,Austin,257301.06449194445
1159,Houston,572076.7163646463
319,New York,145272.29740869018
2252,Dallas,236410.27429688605
982,New York,108006.98310317122
2190,Whitehall,92166.53721115098
2231,Los Angeles,25800.281967307208
10326,Tolar,68331.08310251018
12560,Paxton,48322.11143574295
3549,South Pasadena,2425.115353649249
9842,Wallis,129652.97159875545
2801,Longview,72452.54987599832
12892,Good Hope,41987.074044746136
2977,Bastrop,105820.77996071301
10860,Londonderry,50835.42553197122
6187,O'Hara Township,107827.0142217738
4182,Beverly Hills,94230.8205595092
7790,West Columbia,69581.83172400805
1736,West Hollywood,44625.919646825
5661,Beverly Hills,43131.125616220066
5511,Castle Shannon,78572.74738034766
355,New York,133255.49525435682
10702,Yale,37433.04343772032
7810,Austin,394349.78391527006
2954,Columbus,72433.39899242121
8312,Dallas,7138.915327420981
12365,Duck River,81284.70624211815
5890,Santa Fe,98094.01632225284
32,Los Angeles,54271.27234048949
7022,Smithville,67281.68834946469
4172,London,56729.69799040104
7133,Pauls Valley,29439.64528869237
1620,San Antonio,84446.93639728149
6292,Olive Hill,38006.921803831916
4568,Pittsburgh,83495.65543458686
6760,Storm Lake,60797.4289805456
3663,Houston,590303.1528262253
501,Los Angeles,85088.62784346589
10640,Manson,50316.958130971485
12527,Kinta,32299.58235275221
11224,Mount Olivet,52585.16450461706
10151,Mead,41083.51582259178
5739,Pasadena,58689.64962491085
5217,Aledo,201054.32535526122
1096,Los Angeles,80363.09614066697
5789,Pittsburgh,45185.68458176678
89,New York,131757.251073429
4289,Carnegie,77318.70150602327
5709,Berkeley,79742.92756209086
12884,Sparks,37569.83888199504
10779,Ross,184656.91315923622
1677,Los Angeles,105222.02953208145
5918,Grayson,49129.678849284544
116,Los Angeles,65528.03423235668
13179,Ames,40017.712266437346
5567,Cortez,99085.64793386194
847,San Francisco,242863.12680450035
3356,Prosper,247453.28582548845
10138,Fairland,36745.643124849266
3735,Hermosa Beach,99351.71744884051
2302,Los Angeles,74473.78557999089
3922,Houston,119724.50185830425
11925,Morris Township,62327.15638875027
5014,Webster,27124.53711163743
10579,Cripple Creek,93339.86668314807
2970,Philadelphia,18858.326110815207
1800,Houston,107927.06836853744
12091,Asher,32412.004036993563
3595,Seabrook,143337.1383101708
5496,Del Mar,121393.8289310868
2100,Los Angeles,116529.23226631904
9790,Talihina,26135.683383474283
8557,Atherton,530455.8008306613
4714,Town Of Amherst,164560.87437443426
5671,Austin,275602.4187986368
12931,Winside,67609.68046494806
11334,Quinton,28198.887200731806
3044,Pittsburgh,76823.79045418017
13102,Pocasset,51334.803207188605
12470,Sidney,19895.165906439623
203,Washington,102355.73903888064
30,New York,130641.47082125528
10563,Senecaville,75495.42726185807
6293,Santa Monica,225922.6009771745
51,New York,161957.86161397086
9501,China Grove,108553.79915959222
11947,Earlington,14858.529657640533
5717,Longview,59931.960509013334
12274,Morris Chapel,44083.215392295046
8089,Portland,96813.80857346796
10879,Damon,107487.26790457238
11719,Tribbey,37543.33504610245
807,Friendswood,146385.04469151146
13031,Kenefic,44643.65422369809
10986,Maxwell,78537.23972899164
4072,Kilgore,53896.13029381875
1782,Santa Monica,181486.15396286745
10956,Rock Island,34146.82466378773
1480,San Antonio,144508.76301582038
12023,Stuart,36892.78254114313
831,San Antonio,101614.57411436131
5938,Shaler Township,103920.83955559767
4522,Flower Mound,252141.48407560488
19,League City,138759.66212187632
10405,Bridgehampton,538519.5685683002
5405,La Canada Flintridge,116721.87590363144
3783,Stagecoach,149188.84368968903
495,Houston,116001.98302675814
5583,Ross Township,85323.06889302141
8877,Calera,45869.80232097024
105,New York,255977.1941483957
4307,Coronado,181190.74181723836
8582,Longview,61891.03310085845
766,Los Angeles,213923.31058298802
1239,Allen,272802.10745494266
5164,Culver City,127181.72951838502
6013,Pittsburgh,114470.2619468377
2526,Los Angeles,114196.57761998936
2986,Dallas,21932.308669427206
2390,Murray,78978.0660769879
612,Plano,284202.71576785546
22,Washington,99885.01254629783
12341,Myers Flat,74693.46607872056
5775,Woodward,45468.36889748542
3568,University Park,736924.9928846403
2672,Los Angeles,151378.45891321017
6374,Woodland Park,156080.94862044335
391,San Diego,79081.01441953174
3496,Oakland,98463.55223317546
12464,Gans,33566.816199820234
11433,Wainscott,536667.094594026
10365,Dallas,31873.438721847364
2235,Washington,132789.37751836222
11360,Crawford,98861.27520538704
11280,Summerland,127372.94028913634
8433,Hardinsburg,56587.389082429676
9550,Lone Grove,55594.15576208762
4797,Malibu,311882.0280303991
11743,Terlton,31398.624495530963
2375,Lake Jackson,99820.74314116836
1316,New York,302482.4760378996
10410,Rush Springs,45788.80632518376
11781,Roff,33636.5825828978
3771,Somerset,96872.20646972976
9831,Crofton,52448.03558039258
12199,Whitleyville,38618.42878494155
1173,San Francisco,335003.1756977156
899,Los Angeles,295319.9702668528
10970,Keota,31604.104442532203
13350,Mutual,20638.33022973331
2250,Miami,146232.40435636864
252,Los Angeles,173127.48727287014
9595,Robinson Creek,21864.19995998015
95,Jersey City,190751.2704370889
1032,Spring,116805.27926592533
5058,New York,183912.089014862
13205,Wynona,26149.745721482857
12793,Kneeland,88851.11366684106
12033,Denton,148760.92235303106
2329,Palm Springs,88734.84619380506
3051,Arcadia,118753.48628424859
12900,Dustin,22346.090962589213
111,New York,386040.3443419711
4496,Washington,90126.07360876519
5984,Pittsburgh,63264.76834421906
869,San Francisco,309096.25540829817
1654,Los Angeles,156444.01990147724
14,New York,653697.0294414582
1903,Longview,89091.80565455461
12318,Farmington,54087.758857271394
1364,Menlo Park,407105.1614105928
7786,Town Of Amherst,140804.36706891452
1894,Palo Alto,296601.8373906737
8350,Marietta,38432.471461535366
551,San Antonio,208832.60865597398
2585,San Carlos,319557.09839838103
13080,Pawlet,36172.08473708706
1976,Marquette,98333.33390297336
1875,Los Angeles,201960.77136631246
13577,Headrick,38752.66456353416
2622,Corbin,45473.951704605075
1152,New York,450127.88188121846
8405,Portola Valley,726804.4531520419
726,Los Angeles,150188.3641844354
7,New York,193154.7177669616
1842,San Francisco,517486.5946022789
179,New York,213862.5303194063
2816,Los Angeles,146282.383350504
184,Los Angeles,172492.9703815254
1494,Portland,95001.15711705961
2458,Stafford,96132.25119118027
1168,San Francisco,296456.203720731
2290,Portland,108724.04972674276
3542,San Mateo,329643.88124715147
1235,Burlingame,481392.3313139053
5759,Solana Beach,177808.8196498269
6083,Berkeley,218407.5379243613
13067,Arlington,34103.59016092568
84,Miami Beach,491442.70222460036
3839,Los Angeles,180449.64066233643
5543,Sacramento,50001.83466529237
7962,Cleveland,39867.8637262925
11897,Ringwood,55147.9994216228
530,Kyle,112078.23067332832
392,Tomball,129324.84535110119
12765,Austin,67990.45498949914
12668,Elizabeth,47862.57961691205
2264,San Francisco,317942.2979566696
2668,Laguna Beach,351316.274275445
13428,Payneville,33025.493034082
5463,Newport Beach,400175.7464383165
865,San Diego,276062.02252575196
7807,Pittsburgh,179563.35603448068
71,Alameda,146325.7136676111
2236,La Porte,90495.60601311665
5988,Glenwood Springs,99811.53386623788
5838,Sacramento,73990.37984314084
13513,Hunter,33686.71264008468
1080,Washington,219324.8352201968
7719,Anamosa,116965.683627324
12276,Sioux Rapids,50167.12444341711
8413,Newport Beach,506633.8307134856
13722,Monroe,28711.06992157313
11810,Kaaawa,204188.8425195511
2894,East Hampton,390338.4527353146
644,San Antonio,147609.75594150196
7908,Haleiwa,295915.1605668453
2438,San Francisco,405377.30856275256
585,Los Angeles,149771.72494701212
10372,Town of Theresa,35068.737024873764
6519,Redwood City,341861.89247351285
3292,Newport Beach,301766.3450824993
510,Sunnyvale,282622.7448786241
1751,New York,496775.8118304184
1310,Boston,172736.94537433144
728,San Francisco,475764.50429386797
5042,New Orleans,98935.46870056637
11894,Okeene,36384.95205171799
1283,San Diego,128108.43766106224
6031,Sag Harbor,442099.6949690269
9333,Water Mill,877492.8679474344
6700,Berkeley,268079.7890035849
11199,Eucha,54317.75614969317
52,Hoboken,358938.2418421237
1738,New York,217536.14144420795
6343,Berkeley,229565.39849924488
4467,Washington,209313.6600842359
812,Irving,239822.25862085397
10227,Buchanan,94089.84268302207
10607,Bayside,130159.9128993897
4179,Long Beach,167179.336922395
34,Cypress,147190.44896779847
9104,Divide,132076.0810819194
3750,Hampton Township,128158.19906180301
1732,Los Angeles,227965.11323941452
7067,Carthage,40452.60447125207
3165,Pasadena,163681.3088759682
13888,Springfield,36725.02541894248
1221,San Francisco,251830.17356509808
12522,Ripley,40688.18130788974
9961,Vinton,52758.07267975
169,Washington,129702.2451134842
7773,Berkeley,139504.94823487275
755,Ross Township,129847.04485663015
4125,Berkeley,233623.97446236789
5050,Oakland,209118.1476130737
6337,Boston,174477.79883485087
1625,Oakland,144067.3306973285
1563,Oakland,111176.03754550744
2244,Mountain View,259080.59443684577
2849,New York,200610.4952958797
6696,New York,356658.4004235776
3903,Durant,47033.58954456624
5108,San Francisco,592719.9721251475
11757,Early Branch,26923.31978543293
12175,Sunol,217156.36881104275
2524,Los Angeles,147013.10869963095
10476,Black River,55015.41310353835
12442,Town of Lyme,49590.934434866256
978,New York,261296.28680757055
9448,Wynnewood,36023.967249364534
11531,Weleetka,25784.717352072315
2198,Nashville,72285.34252088764
692,Los Angeles,167163.54414766515
7380,Los Angeles,410485.41920774843
1118,Houston,114348.89110632784
12438,Ireton,87824.80750777939
11814,Fountain Run,40475.504207424194
3628,Redwood City,448557.90455403354
1129,Los Angeles,141507.00916622244
4688,San Francisco,457108.49033190357
7354,Montauk,365655.3158572345
4009,Los Angeles,520870.0168514791
12398,Town of Bolton,146341.9701396281
1960,Portland,168439.43292779205
4783,Berkeley,175666.8656640481
9304,Sayre,39803.736720180335
8310,White Oak,80713.74212800666
5027,Portland,146748.1000772316
145,Los Angeles,229880.0660870972
1040,San Francisco,466913.576358613
13750,Blanco,16050.923120022342
5129,Southampton,462925.65684859
2507,New York,231724.78619519426
541,Miami Beach,263438.82580307237
1679,Cheektowaga,77351.67925932785
12684,Gracey,52683.65244552575
2604,Boston,138836.84159320558
5365,Willis,133059.32902511436
9804,Amagansett,683886.1393847085
12503,Bradbury,297813.14864269504
716,Philadelphia,125545.26776511135
77,San Francisco,334585.1250571989
10626,Saint Hedwig,104630.79651011492
324,San Antonio,114704.80679899645
2923,Boston,571103.6996672623
489,Philadelphia,48392.68922416924
10720,Rose Bud,60597.963773404714
10501,Washburn,35780.39771087724
13211,Scotland,39354.42320355084
1667,Los Angeles,184772.12369298935
2546,Culver City,236680.65928883463
1346,Oakland,105432.08757176033
1304,Los Angeles,170029.35820503198
4636,Washington,134885.98450619273
9999,Town of Argyle,53138.62080939481
2136,Miami Beach,516070.8885441529
4343,Philadelphia,133806.16040012776
1688,New York,243386.51248272415
8789,Sunnyvale,242590.8844586817
13504,Muse,32381.380653401273
3436,Arcadia,195844.12957938394
6887,Sacramento,81735.73763354777
4406,Baltimore,84908.2600841476
6625,Eufaula,40767.2533769178
1000,New Orleans,163813.80803739873
552,Sunnyvale,251714.01290527775
13104,Crowder,32756.522575926763
2305,Boston,614895.0583110484
5645,Russellville,62029.29805171483
2738,Deer Park,96033.30637020443
8993,Evans Mills,55293.57540555816
10792,Hayden,104512.9503146201
7326,San Antonio,175056.76348143382
11655,Glidden,73959.99106175816
11392,Calcium,50878.78450121366
8953,Dry Prong,46947.35833031903
9753,Wyandotte,41776.936573135456
4749,Portland,199599.64494411644
592,Martinez,142113.0371336774
9431,Hauula,212410.88638700798
2540,Bethel Park,109820.05976544012
10339,Waterloo,187776.1631976032
5658,Kahului,166770.7718072188
2845,Dallas,296009.93348223146
82,Los Angeles,275675.04393611196
2321,The Woodlands,132111.68039551488
12862,Olivehill,40380.50897776241
3490,Santa Monica,295181.510307827
13053,Hominy,27981.934124290474
647,Philadelphia,70122.69556956859
1187,Honolulu,261600.1632105623
11721,Richgrove,32294.987047613657
10819,Town of Bolton,166321.50979876018
2176,Portland,132042.25930166215
1827,Palm Springs,118512.25171615645
1247,Glen Park,50366.93176200743
1659,Foster City,357784.3489339386
6535,Encinitas,251202.4547616616
9829,Stratford,34067.12035824828
3235,Portland,204853.04487161775
44,New York,307234.0442657108
8555,Cooperstown,89852.97283037163
3683,Los Angeles,205975.29951918818
6757,Philadelphia,213221.387821906
6989,Fort White,44313.11726442173
5603,Houston,383550.65631713945
10749,Town Of Prattsburgh,39410.991089717005
11547,Heber,78628.1989422475
10,San Francisco,566072.996630346
1011,Honolulu,376286.1102708811
12695,Town Of Otsego,83566.92570241647
2007,Nashville,87499.80302487481
5057,Pittsburgh,135677.10742726148
10785,Battle Ground,162453.41253441398
834,Denver,135040.6384752944
2955,Houston,447010.2705039479
4201,Philadelphia,41416.04135502232
1543,New Orleans,135656.33073079097
4992,El Segundo,356142.1615583644
365,Atascocita,124140.98984641187
3620,Honolulu,256771.3031683085
11815,Shawnee,51745.357831373636
1690,Honolulu,202595.99832359568
361,New York,278367.25189093826
4223,Millbrae,401511.4952411349
9006,Vian,36840.33931035647
160,Cinco Ranch,144739.70751885578
68,New York,233403.18071928763
1608,Mountain View,448435.504138279
6176,Gladewater,56883.32399575077
5109,Compton,100183.25024193287
623,New Orleans,89042.96800307323
3154,Belmont,411892.2865097339
9522,Peterstown,32858.87454343574
4935,Palo Alto,612449.4932904439
11972,Sagaponack,1116977.6391910918
927,Portland,157665.88696717212
13435,Redvale,70488.66703925852
2476,Lexington,156443.28570562953
1147,Los Angeles,166104.93291679007
13028,Black Creek Township,25018.429828262866
3067,Sacramento,91460.36717233826
5735,Glendale,193945.72975965755
1944,San Jose,356994.1760222601
8854,Tishomingo,35244.93906543298
1460,Boston,240259.3263049705
669,Philadelphia,46594.806261542246
188,Houston,128219.00318962727
3493,New Orleans,182809.519522826
5431,Mountain View,419696.2980468113
331,San Francisco,356379.46239517006
3963,Imperial Beach,140232.15640716153
352,New York,271588.9125151981
12360,Newburg,24758.829661532003
5493,Key Biscayne,778709.6165621179
3861,Addison,194849.1469401185
2435,Ada,40956.19183951022
4318,Baltimore,72951.84642781744
5259,Cambridge,227062.7100319614
10693,Corydon,64123.13910180579
11014,Town of Philadelphia,42003.027050563636
8055,Spiro,38249.78462563894
12376,Town of Stamford,47216.994310508664
8165,Locust Grove,48530.19820988118
5170,Brookfield,120351.34037454313
11468,Cashion,60038.99131187145
991,Long Beach,125830.95779130128
3419,Louisville,141299.89030995994
1691,Los Angeles,269424.3429102181
895,Bellevue,496370.4776616345
310,Seattle,199762.10066902888
13456,Meadow Bridge,27595.79116426503
4814,Washington,316090.7838651445
10916,Town Of Worcester,44628.066842054344
6498,Steamboat Springs,258310.8066767309
4159,Conroe,123784.7815039718
4923,Nashville,169804.8576737979
3402,Sacramento,89222.67770577803
8798,Kalaheo,229744.4573008091
3525,Boston,183905.6917700024
2661,Pearl City,223778.89649237762
12631,Town Of Inlet,100591.6041493369
2000,Searcy,76826.71207265122
1284,Oakland,131811.40897556546
589,Portland,103259.80967649195
950,Moon Township,116496.08526646608
4526,Pasadena,222536.40774884203
5041,Los Angeles,111179.54209763152
4622,Albany,248838.72830079962
1735,Seattle,205043.9374464048
4224,Los Angeles,203035.39929393862
7993,Waialua,235363.28783083693
16,New York,311031.0563930969
9011,Cayucos,204861.89872345707
1065,San Mateo,366263.84783980023
9667,Pawnee,20035.1250067433
13560,Phippsburg,93019.7765080861
859,Tonawanda,73196.2832988496
8933,Boston,1374792.3676131307
11586,Town Of Maryland,41542.47811409584
7852,Mannford,59826.75853031276
1862,Glendale,210468.7127469817
1895,Aiea,292889.8996909308
1222,Fremont,323936.8213962553
10439,Lynnville,65760.32112487168
12214,Dexter,56306.28619842311
4888,Naples,860550.0298219668
5761,American Canyon,141224.64516771448
695,Honolulu,297950.99600303825
4429,Boston,147801.71697330885
5091,South Fayette Township,99973.38201276868
2642,Atlanta,30602.34893561535
3042,Stillwater,85493.06880536524
3680,Los Angeles,110552.48723280226
5852,Bellaire,496716.60298423906
3382,Pasadena,213436.37248778204
1451,Westfield,76977.15104892683
7828,New Britain,51287.450014870075
11245,Town of Cherry Valley,34196.868888461235
10977,Howe,45967.67209964977
7545,Vail,427436.00969681115
3050,Los Angeles,154239.20253093092
3135,Boston,174408.06986971275
5497,Los Angeles,376966.2977925959
11293,Ohio City,54834.26044156225
3264,New York,297125.0090640192
1937,Seattle,206808.1727188859
10891,Wetumka,26382.92144941921
6474,Youngstown,109166.62119309383
884,San Francisco,470444.9181421761
12590,McCurtain,18142.71517601461
12895,Town Of Hartford,51960.663785681456
12538,Underwood,121335.57370743495
4041,Los Angeles,140531.73724244162
6379,Philadelphia,86827.03981166707
6265,Harwich,135661.43928515766
317,Antioch,77307.16070478669
4083,Denver,138906.05752779267
1359,Philadelphia,151153.8004528549
3276,San Francisco,239382.8314338769
12434,Highland,74195.42196245673
159,Seattle,216361.48337819532
8173,Neptune Township,173122.31783918693
6527,Los Angeles,179057.17915717128
8883,Paia,230679.21197007105
571,Los Angeles,156870.54534519743
9000,Newport Beach,611102.2833349116
2111,Tomball,156512.84281080542
1532,Long Beach,174264.49427322013
2692,Portland,106450.60826130788
10436,Deal,687858.1162210888
597,Daly City,266253.22730836424
10432,Carnegie,30157.71585224797
11248,Whitewater,139174.3030075607
12930,Allensville,66503.612141073
3249,Palos Verdes Estates,404512.85814454884
4677,Sacramento,99537.13948864664
2905,Los Angeles,395524.12765524886
6674,Oklahoma City,101255.08802845742
875,Philadelphia,274490.752019418
9504,Hanover Township,116895.71382760756
2318,Los Angeles,158091.31011196232
236,New York,297525.3584713344
430,New York,289131.91423383704
13868,Town Of Keene,118193.91683170314
12825,Grady,16899.112488100058
6028,Portland,110609.4772179314
1004,Long Beach,323271.74907916994
12334,Town Of New Lisbon,50986.51194537127
12720,Salisbury,29719.83974966635
11755,Lake Arrowhead,48946.52602130102
4984,San Francisco,470334.7455569154
5503,Carbondale,217726.9417967517
2342,Glendale,308540.2025641437
2744,Temple City,208854.51914881167
7436,Washington,308387.6183307181
8565,San Francisco,362388.50712886977
12410,Ratliff City,32119.24078876475
13718,Percival,56033.25182874819
12100,Town Of Hartwick,58921.84176986972
2144,Los Angeles,175016.10804750017
542,Arlington,368618.95667390653
7175,Town of Fort Edward,57817.21853444785
1491,Denver,124304.67978341258
9922,Medina,718921.3262929338
9230,Gasport,77597.89134795386
4848,San Fernando,151301.03401233355
940,Oakland,340429.4904603164
74,New York,239955.4270806692
2160,Los Angeles,181461.99583050085
2624,Miami,196728.07071528415
1019,Los Angeles,228598.93920467218
2035,The Woodlands,169733.28031705605
5767,New York,242384.0229795312
11076,Glencoe,48517.60606176017
2843,San Gabriel,205825.6248832036
13210,Town Of Arietta,87503.47616602077
7164,Glendale,329861.2757722392
8324,Bradley Beach,262388.530471851
12336,Delaplane,232211.69178416338
2812,Crosby,93165.20725765817
1098,Los Angeles,149665.2646501896
7652,Snowflake,56087.4143752863
4297,San Bernardino,78410.08209796026
193,Fremont,232312.6693894669
13305,Burbank,56553.52843611732
3009,Seattle,206062.99739858575
9081,Jackson,67452.8499521665
6004,Hudson Falls,49544.60699069161
7143,Globe,36800.6078795959
9807,Mangum,15506.004707950036
3138,El Cerrito,179964.83978584482
2399,East Los Angeles,128003.12904429545
2473,Pasadena,247237.83284959488
4722,Boston,303086.134116231
10531,Adair,72378.99505969547
5618,Garden Grove,193674.9003296284
1701,San Francisco,388152.039578041
6130,Los Angeles,440433.4194249983
1772,Ardmore,48712.50567410205
10359,Lanai City,172614.98334951946
2395,Los Angeles,128546.60209100044
4107,Palm Beach,1321727.6191899392
11551,Wayne,38509.56918391236
2374,Washington,531517.9271697003
2462,Houston,373134.4410132912
11193,Blair,38339.12390470886
5233,Santa Barbara,382391.4684384652
104,New York,265694.71953581943
12198,Worcester,85895.14061295593
2961,Palo Alto,619848.9932648153
4462,Nashville,74650.87315238599
11898,Waverly,22720.296495784907
4026,Pikeville,24105.04395313866
12326,Cerulean,49254.07048184972
697,New York,261971.7622104566
6622,San Jose,297924.3224355052
11119,Scotts Hill,42769.52274142821
12543,Clark,194151.79262631942
6592,Craig,77563.80838969124
2175,Redwood City,456875.87852368
4310,Berkeley,291485.1879927785
519,Seattle,325158.04249496054
10657,Tipton,38954.267979750715
13170,Lincoln,187011.3987691461
13573,Lenore,71624.07844453362
10813,Tonto Basin,55727.14413809659
7002,New York,271614.28641273733
284,Seattle,237093.47117458604
12969,Yampa,101733.35845184217
5261,Boulder,237287.43307731388
3037,Compton,127620.65702110036
9908,Town of Hancock,31483.57401460538
1477,Los Angeles,174442.33522656767
10247,Ponce,43997.636094934314
288,Santa Clara,291135.3903181516
2475,Compton,125305.99601278266
3733,Boston,242233.2311453799
706,Oshtemo,164919.7021258726
12706,Langley,83031.11708515104
11771,Town Of White Creek,65180.171697288206
979,Los Angeles,191945.49335419078
9579,Fayston,122993.69980224458
13272,Sunderland,85671.66921112168
4963,Burbank,247550.63842252485
5232,Nashville,168574.0777875031
15,New York,296761.88452052267
372,Fremont,213897.40856377012
2234,Wahiawa,215685.0260908803
5528,Honolulu,494557.6859272256
3699,Portland,135893.6404491745
1036,Boston,168998.13828618976
1210,Los Angeles,311762.22175426607
7970,Chandler,47521.07437669879
2583,Altadena,253494.5541177729
2341,Arlington,299027.65837241604
2896,Redwood City,306686.53977368533
10011,Arlington,231204.71131256485
362,Arlington,228042.47632057808
11241,Jefferson Township,39644.691165119046
4606,Bellevue,319250.96774905024
1990,Brookline,583617.7078854246
8909,Brisbane,294239.45860110864
3100,Fremont,256225.14809700698
3920,Arden-Arcade,122043.83836442555
12005,Town Of Wilmington,71924.28819868012
5182,Inglewood,169002.60918882408
7263,Mount Rainier,108213.87719771331
2291,Burbank,242274.0781186337
11295,Moretown,110680.86120063633
12781,Chattanooga,33345.954051751905
845,Kaneohe,305151.9701844472
8304,Waimanalo,265373.4817899171
4898,Miami,230930.20501749433
267,New York,302401.970835684
10449,Bethel Island,100258.1718790637
3726,Tonawanda,77256.16049197555
13702,Town of Greece,85295.0590320371
12170,Smithville,38221.93901088195
13013,Town of Granville,61696.78261259187
10541,Oak Creek,143623.91336451058
8186,Koloa,285159.162221787
461,North Tonawanda,86092.3086901097
11035,Kenwood,261628.70742776443
4518,Dallas,38189.335660854245
13505,Town of Fort Ann,55278.38068659278
5540,Arlington,324218.70521116944
5491,Pittsburgh,188626.32491177952
2847,Saratoga,640968.0469211616
13296,Town Of Arietta,119526.8360928979
2417,Long Beach,169648.40979380274
7100,Ladera Heights,340978.8599689719
2985,Boulder,333433.0440561896
12065,Town Of Ancram,108107.88387570539
13476,Town Of Henderson,104914.83021459775
5619,Lihue,203354.09713417894
11151,Waimea,190180.38225976846
3510,Cheektowaga,89761.01210290275
3503,Columbus,98518.24651256736
5036,Irvine,403834.64768224
5755,Atlanta,108144.72287217826
11012,Blue Lake,107136.39631582506
566,Alhambra,217871.31894440905
3388,San Jose,276872.3195269412
502,San Francisco,315447.1658195112
3906,Charleston,142419.3588921468
11802,Caroga,46043.72122747191
2545,Seattle,324124.6346114425
13559,Louisville,554951.6944871426
763,Mililani,255270.2238761534
4681,San Gabriel,275286.5441346754
1820,Los Angeles,247072.8292194762
455,Cupertino,512596.8716062271
11857,Elora,53544.11254332225
13665,Town Of Preble,63215.22857641418
2702,Denver,227302.2316493588
1462,Newport Beach,613437.1835108597
