,City,2008
5466,Conroe,135810.26109377426
8591,Sneedville,57252.03522239131
3807,Bellevue,109349.39168448374
9723,Wister,58770.02153164282
5577,Austin,335526.41512738646
2724,Grandview Heights,235763.94600836647
6492,Pittsburgh,61057.060660748255
6160,Santa Monica,772720.7222446916
1167,Pearland,174999.77954302312
214,Los Angeles,486071.545456617
4351,Baytown,207514.93041018207
10285,Goldsby,132286.1184980628
5412,Austin,327142.4939600601
1159,Houston,776311.1318800808
319,New York,788183.9928038545
2252,Dallas,290093.2302061701
982,New York,880861.4582807395
2190,Whitehall,130146.17975686539
2231,Los Angeles,623071.1767383327
10326,Tolar,128514.86050430473
12560,Paxton,77777.2143061833
3549,South Pasadena,378299.51258337795
9842,Wallis,130874.86503225328
2801,Longview,107313.745899374
12892,Good Hope,56637.089304462366
2977,Bastrop,152399.37822087086
10860,Londonderry,65735.71225334337
6187,O'Hara Township,170215.9796112766
4182,Beverly Hills,1424337.871233251
7790,West Columbia,106307.05428358547
1736,West Hollywood,804841.9361282713
5661,Beverly Hills,893502.3089475336
5511,Castle Shannon,110381.53740074288
355,New York,634132.7472543106
10702,Yale,51099.69028870747
7810,Austin,478514.6068168464
2954,Columbus,101590.73491451172
8312,Dallas,83384.41904598786
12365,Duck River,102863.65257637162
5890,Santa Fe,140744.3815606816
32,Los Angeles,598041.0465576585
7022,Smithville,119779.74010776414
4172,London,79246.36509525978
7133,Pauls Valley,47420.51566583105
1620,San Antonio,114022.95886347984
6292,Olive Hill,45882.498359214616
4568,Pittsburgh,124541.40141006348
6760,Storm Lake,93131.43206399026
3663,Houston,746919.9534904574
501,Los Angeles,646265.6050488483
10640,Manson,72175.78936482531
12527,Kinta,50949.022711821715
11224,Mount Olivet,60104.946966003925
10151,Mead,74943.7929682832
5739,Pasadena,493931.4690304766
5217,Aledo,249682.72436103103
1096,Los Angeles,594750.2138033513
5789,Pittsburgh,108221.47766851596
89,New York,741172.9163497866
4289,Carnegie,107878.32114653707
5709,Berkeley,654749.5717395658
12884,Sparks,69733.50929657355
10779,Ross,1031235.2294474746
1677,Los Angeles,690738.8159697936
5918,Grayson,57174.39543627514
116,Los Angeles,374769.7687121536
13179,Ames,56306.143746981055
5567,Cortez,143254.97444147008
847,San Francisco,1041495.2535898848
3356,Prosper,308155.48739876034
10138,Fairland,61574.00496481536
3735,Hermosa Beach,628343.4411607903
2302,Los Angeles,544371.145648275
3922,Houston,151975.5851501707
11925,Morris Township,151908.14604788288
5014,Webster,128144.9233768943
10579,Cripple Creek,129034.0553714026
2970,Philadelphia,131255.82002697277
1800,Houston,134356.2406888265
12091,Asher,49391.55129772803
3595,Seabrook,180700.2057356533
5496,Del Mar,710535.5279147823
2100,Los Angeles,665845.4429003666
9790,Talihina,47355.101850723215
8557,Atherton,2449038.2178596715
4714,Town Of Amherst,238210.33436784733
5671,Austin,339922.1760080157
12931,Winside,86508.40903512143
11334,Quinton,39551.615562749466
3044,Pittsburgh,106759.61581542096
13102,Pocasset,80275.84244098552
12470,Sidney,31524.15413241304
203,Washington,439880.4093731495
30,New York,536326.8986039005
10563,Senecaville,95307.25736520211
6293,Santa Monica,1314745.545685789
51,New York,594734.2637432734
9501,China Grove,161376.04319087713
11947,Earlington,18405.281330416787
5717,Longview,94062.17738154707
12274,Morris Chapel,69716.83969207945
8089,Portland,308955.3621929904
10879,Damon,149278.45205440163
11719,Tribbey,63394.60177600751
807,Friendswood,187072.1390043282
13031,Kenefic,73643.45270742732
10986,Maxwell,113530.48661950824
4072,Kilgore,89648.82594965596
1782,Santa Monica,776780.6791338957
10956,Rock Island,56296.97960336513
1480,San Antonio,188882.85740184103
12023,Stuart,71733.93971739098
831,San Antonio,136123.43515002215
5938,Shaler Township,151952.77163965369
4522,Flower Mound,325834.97110677033
19,League City,189617.41192794827
10405,Bridgehampton,1648253.8440344946
5405,La Canada Flintridge,604863.8937463798
3783,Stagecoach,202774.5698763688
495,Houston,145405.3317123642
5583,Ross Township,122394.65571371895
8877,Calera,79304.04638433855
105,New York,1089596.8756875186
4307,Coronado,772885.3135382305
8582,Longview,105386.69339422366
766,Los Angeles,999008.5800991978
1239,Allen,312330.0991041034
5164,Culver City,586226.0033279798
6013,Pittsburgh,172550.01674405194
2526,Los Angeles,509934.9850744057
2986,Dallas,104276.33918574043
2390,Murray,105363.02186486877
612,Plano,349264.7261961809
22,Washington,385434.0886593549
12341,Myers Flat,208556.2293149461
5775,Woodward,69967.29962237456
3568,University Park,982130.210672198
2672,Los Angeles,667044.5001413655
6374,Woodland Park,227176.5019136725
391,San Diego,319361.8049700916
3496,Oakland,460319.851228819
12464,Gans,51831.10999024523
11433,Wainscott,1533107.0174616068
10365,Dallas,122723.4074408764
2235,Washington,455431.70126669545
11360,Crawford,205723.7093475571
11280,Summerland,643222.0628134414
8433,Hardinsburg,79899.42390597696
9550,Lone Grove,81971.19088967443
4797,Malibu,1168461.263976352
11743,Terlton,55249.10705516691
2375,Lake Jackson,136890.69858605432
1316,New York,737134.9156733943
10410,Rush Springs,54159.38669905309
11781,Roff,60956.48154321844
3771,Somerset,132564.67254497422
9831,Crofton,76240.86996161858
12199,Whitleyville,52886.731662014434
1173,San Francisco,1051893.8990139405
899,Los Angeles,1173465.3450657346
10970,Keota,47517.85997368443
13350,Mutual,68334.26423543938
2250,Miami,419236.7456229031
252,Los Angeles,669261.3324735947
9595,Robinson Creek,31330.0620213634
95,Jersey City,659525.8356669338
1032,Spring,146933.11138285074
5058,New York,584978.0867069436
13205,Wynona,41579.76408024501
12793,Kneeland,275282.77586466924
12033,Denton,218752.3559714839
2329,Palm Springs,319563.67579625343
3051,Arcadia,507416.0769238655
12900,Dustin,27197.550586898047
111,New York,1247446.9179769151
4496,Washington,308675.31379791914
5984,Pittsburgh,86390.51511973463
869,San Francisco,879057.7357900422
1654,Los Angeles,495101.1739705099
14,New York,1919202.995418967
1903,Longview,137364.05053466852
12318,Farmington,70100.78444041085
1364,Menlo Park,1262239.2806186266
7786,Town Of Amherst,200188.2960075445
1894,Palo Alto,1039645.0617859331
8350,Marietta,68664.8411153391
551,San Antonio,285581.097502768
2585,San Carlos,979270.5293013458
13080,Pawlet,93384.78377468859
1976,Marquette,137462.95423082472
1875,Los Angeles,658884.6903495429
13577,Headrick,47870.67781563693
2622,Corbin,71050.2319347499
1152,New York,1480849.7935269098
8405,Portola Valley,1957786.3652140375
726,Los Angeles,536238.9098902914
7,New York,567236.4947505903
1842,San Francisco,1730228.1400597384
179,New York,567707.4324515737
2816,Los Angeles,467666.2256803932
184,Los Angeles,522759.5112702625
1494,Portland,258913.16441325805
2458,Stafford,133582.47130543448
1168,San Francisco,842172.6295441675
2290,Portland,290358.9784166723
3542,San Mateo,1006663.6225509384
1235,Burlingame,1422459.9110550843
5759,Solana Beach,639979.6180226079
6083,Berkeley,686579.8234545416
13067,Arlington,95672.614831843
84,Miami Beach,1244017.9593333332
3839,Los Angeles,580512.5158199193
5543,Sacramento,165098.7516159833
7962,Cleveland,66042.48466143012
11897,Ringwood,79764.74373320978
530,Kyle,147760.008234998
392,Tomball,160585.96504793747
12765,Austin,97244.76121041297
12668,Elizabeth,84282.68290423411
2264,San Francisco,884251.445898002
2668,Laguna Beach,1059479.3175849172
13428,Payneville,42925.100237635415
5463,Newport Beach,1283071.456290224
865,San Diego,880068.624371303
7807,Pittsburgh,378475.0949925828
71,Alameda,496418.42304752243
2236,La Porte,119567.31443225475
5988,Glenwood Springs,288936.03273417184
5838,Sacramento,249459.9316844457
13513,Hunter,50731.13599628156
1080,Washington,557364.8530746389
7719,Anamosa,126521.61801676026
12276,Sioux Rapids,66769.18303206611
8413,Newport Beach,1397425.8765341756
13722,Monroe,40438.92481496016
11810,Kaaawa,546595.2569672402
2894,East Hampton,979640.0769499248
644,San Antonio,190454.75502003988
7908,Haleiwa,802659.1983799306
2438,San Francisco,1183480.9711892393
585,Los Angeles,423465.4351718632
10372,Town of Theresa,84608.69184119884
6519,Redwood City,961340.4480676324
3292,Newport Beach,968041.7599034876
510,Sunnyvale,975353.842768588
1751,New York,1480084.6345708875
1310,Boston,453439.31259078975
728,San Francisco,1508501.8573979675
5042,New Orleans,215699.36974625706
11894,Okeene,43598.478436166966
1283,San Diego,356014.84432100697
6031,Sag Harbor,1059788.2663571262
9333,Water Mill,2142449.024136681
6700,Berkeley,752055.6049018304
11199,Eucha,91027.95141119199
52,Hoboken,946290.802150658
1738,New York,587943.691415
6343,Berkeley,723223.08044093
4467,Washington,494797.6476770837
812,Irving,296033.0350903065
10227,Buchanan,110061.7001147494
10607,Bayside,312419.88598340924
4179,Long Beach,455562.3681162
34,Cypress,185131.03371375226
9104,Divide,203521.11387302986
3750,Hampton Township,186938.83813268272
1732,Los Angeles,724955.1759912189
7067,Carthage,91482.49490182854
3165,Pasadena,506455.20172460296
13888,Springfield,85965.93330789448
1221,San Francisco,727644.0898708146
12522,Ripley,62754.34895067166
9961,Vinton,57735.784094608876
169,Washington,369316.0517291132
7773,Berkeley,451524.02842213935
755,Ross Township,186928.08816191895
4125,Berkeley,679626.5107756092
5050,Oakland,676248.2048102383
6337,Boston,438353.3801618137
1625,Oakland,422916.1292791796
1563,Oakland,321945.5335329551
2244,Mountain View,836595.3201998976
2849,New York,570913.2007398936
6696,New York,736234.4715675669
3903,Durant,78813.17865660168
5108,San Francisco,1310216.8370295214
11757,Early Branch,58704.30180426338
12175,Sunol,613624.6915815681
2524,Los Angeles,389913.53988007037
10476,Black River,119779.95923295982
12442,Town of Lyme,118021.94407717981
978,New York,662657.2824429893
9448,Wynnewood,50738.89106327752
11531,Weleetka,38621.02137835576
2198,Nashville,186102.08081024425
692,Los Angeles,428985.100748747
7380,Los Angeles,1160734.1088649752
1118,Houston,146039.2364354236
12438,Ireton,114420.08727879835
11814,Fountain Run,55983.67328913831
3628,Redwood City,1150568.9099887444
1129,Los Angeles,394448.8499407732
4688,San Francisco,968585.8735780292
7354,Montauk,950262.2145091045
4009,Los Angeles,1430877.1535176872
12398,Town of Bolton,307495.5659921164
1960,Portland,383837.3767026456
4783,Berkeley,499797.3288959347
9304,Sayre,55107.91964148493
8310,White Oak,126423.41462941199
5027,Portland,336529.86134877556
145,Los Angeles,672931.1315208451
1040,San Francisco,1223778.0782040076
13750,Blanco,37002.84867467334
5129,Southampton,1038777.7208625458
2507,New York,585066.5218986134
541,Miami Beach,594440.7536367414
1679,Cheektowaga,89789.81832706697
12684,Gracey,86795.10916852107
2604,Boston,334162.3230083886
5365,Willis,170976.11870326914
9804,Amagansett,1724411.579960904
12503,Bradbury,751135.1509683898
716,Philadelphia,284308.9093134508
77,San Francisco,853209.0355202905
10626,Saint Hedwig,155280.87454806126
324,San Antonio,153000.90968892036
2923,Boston,1371419.2251063378
489,Philadelphia,131535.1870448052
10720,Rose Bud,84759.12731519889
10501,Washburn,70988.24096809755
13211,Scotland,57786.69398378518
1667,Los Angeles,461829.22615466657
2546,Culver City,619046.4571446739
1346,Oakland,278626.8342985803
1304,Los Angeles,436269.1700104779
4636,Washington,342272.59908504866
9999,Town of Argyle,116895.76834027801
2136,Miami Beach,1141875.7119779452
4343,Philadelphia,303613.20704833785
1688,New York,640202.4668173626
8789,Sunnyvale,304504.1320062206
13504,Muse,45780.878571025496
3436,Arcadia,530230.0683018464
6887,Sacramento,238286.5409189916
4406,Baltimore,185678.96619168765
6625,Eufaula,60379.504210080726
1000,New Orleans,351529.02756537683
552,Sunnyvale,794475.5279975671
13104,Crowder,48068.79361992528
2305,Boston,1346884.0232910258
5645,Russellville,71910.0614718462
2738,Deer Park,131048.05881903053
8993,Evans Mills,115310.29607994268
10792,Hayden,206843.4448307498
7326,San Antonio,221231.3911785961
11655,Glidden,99326.17639524555
11392,Calcium,106804.14506586562
8953,Dry Prong,89970.05840300531
9753,Wyandotte,70903.27526288318
4749,Portland,434652.12822728103
592,Martinez,347906.3326126487
9431,Hauula,468526.1611033885
2540,Bethel Park,158187.66472246425
10339,Waterloo,214991.90927158325
5658,Kahului,400196.05813776975
2845,Dallas,395482.0395680713
82,Los Angeles,717863.9588931779
2321,The Woodlands,173330.52738265414
12862,Olivehill,61057.774161334746
3490,Santa Monica,732231.5826698167
13053,Hominy,51688.37411689922
647,Philadelphia,188493.70354941962
1187,Honolulu,580480.6608132443
11721,Richgrove,80496.98605330117
10819,Town of Bolton,335097.9614694444
2176,Portland,295355.5679102706
1827,Palm Springs,295201.58587925555
1247,Glen Park,101358.79066989316
1659,Foster City,916056.9062790356
6535,Encinitas,638831.9640650131
9829,Stratford,53432.83945955311
3235,Portland,440140.8846205037
44,New York,739919.6182491244
8555,Cooperstown,189456.25739761977
3683,Los Angeles,490607.68420446146
6757,Philadelphia,443918.5498448056
6989,Fort White,103410.10722621495
5603,Houston,496570.4424028675
10749,Town Of Prattsburgh,78884.78489666099
11547,Heber,163989.71181331069
10,San Francisco,1372221.5141012338
1011,Honolulu,826616.5286071206
12695,Town Of Otsego,178390.73330257786
2007,Nashville,216901.50596191286
5057,Pittsburgh,209126.65145987505
10785,Battle Ground,152718.17506517726
834,Denver,327195.6769339821
2955,Houston,544010.1031596309
4201,Philadelphia,120586.06963406998
1543,New Orleans,272530.3938481427
4992,El Segundo,803823.5248640606
365,Atascocita,159098.08425861597
3620,Honolulu,573296.9320494761
11815,Shawnee,63494.36548844768
1690,Honolulu,458247.6365225499
361,New York,692218.2319442837
4223,Millbrae,975011.3377750384
9006,Vian,57053.50756483616
160,Cinco Ranch,181739.30394173868
68,New York,549294.0179670849
1608,Mountain View,1225068.507244315
6176,Gladewater,92359.4935533964
5109,Compton,227681.0926779375
623,New Orleans,176555.55098509658
3154,Belmont,976751.1512944541
9522,Peterstown,61649.08090153466
4935,Palo Alto,1814856.780372223
11972,Sagaponack,2726776.723216148
927,Portland,339023.9722978884
13435,Redvale,156849.46732157547
2476,Lexington,251684.36148626785
1147,Los Angeles,384191.66920549225
13028,Black Creek Township,52490.001751598094
3067,Sacramento,240813.28446626558
5735,Glendale,444680.09603696695
1944,San Jose,981683.937225874
8854,Tishomingo,56660.56705791215
1460,Boston,528775.58290149
669,Philadelphia,120834.17990601619
188,Houston,158381.15348309767
3493,New Orleans,370879.8156164749
5431,Mountain View,1066723.193136475
331,San Francisco,814184.5053287066
3963,Imperial Beach,326997.50997460564
352,New York,624040.1108142249
12360,Newburg,57491.28385779155
5493,Key Biscayne,1692182.2328275596
3861,Addison,247474.7826802315
2435,Ada,61616.62139749263
4318,Baltimore,152520.73820990048
5259,Cambridge,533003.1682790988
10693,Corydon,73242.69924246847
11014,Town of Philadelphia,85929.84715726116
8055,Spiro,54237.59804017607
12376,Town of Stamford,94487.80624520265
8165,Locust Grove,77884.63127192012
5170,Brookfield,250653.96133538053
11468,Cashion,114508.98877084944
991,Long Beach,276943.2065378249
3419,Louisville,222203.12143325486
1691,Los Angeles,658090.5894712587
895,Bellevue,1154332.5069352796
310,Seattle,477547.2998109434
13456,Meadow Bridge,46259.369303569394
4814,Washington,659464.2733520379
10916,Town Of Worcester,90193.05307985269
6498,Steamboat Springs,516551.7838836314
4159,Conroe,163922.19948182825
4923,Nashville,377431.49035583297
3402,Sacramento,236037.10621706984
8798,Kalaheo,462616.3281370537
3525,Boston,400644.8478472844
2661,Pearl City,489937.4159977115
12631,Town Of Inlet,203806.9486498195
2000,Searcy,116611.90181988574
1284,Oakland,340519.5563773132
589,Portland,227226.8764737575
950,Moon Township,166142.89235724983
4526,Pasadena,486281.5036623724
5041,Los Angeles,240719.3303288408
4622,Albany,598797.892772354
1735,Seattle,469406.99628968455
4224,Los Angeles,465766.5988147407
7993,Waialua,507402.33175424935
16,New York,693652.5987140894
9011,Cayucos,446869.7642429581
1065,San Mateo,856002.5361116498
9667,Pawnee,42437.53068150399
13560,Phippsburg,172768.14051724772
859,Tonawanda,100871.35557632917
8933,Boston,3011142.679607558
11586,Town Of Maryland,81542.97216599109
7852,Mannford,101081.9116977863
1862,Glendale,464551.1215563869
1895,Aiea,596316.682944766
1222,Fremont,836040.0275436
10439,Lynnville,104793.35201058043
12214,Dexter,109097.15659111863
4888,Naples,1794831.2050681831
5761,American Canyon,330635.5768644797
695,Honolulu,634156.999724453
4429,Boston,329647.6127425223
5091,South Fayette Township,143576.2706036711
2642,Atlanta,78574.77761509319
3042,Stillwater,132411.6755468157
3680,Los Angeles,233401.47509515678
5852,Bellaire,635218.37096842
3382,Pasadena,464094.1002501092
1451,Westfield,151734.30893196663
7828,New Britain,119708.12413849957
11245,Town of Cherry Valley,87416.60213467761
10977,Howe,68197.012250509
7545,Vail,934971.7467241172
3050,Los Angeles,353370.4294920259
3135,Boston,346918.4812605761
5497,Los Angeles,880931.9322513734
11293,Ohio City,66641.05943389537
3264,New York,627825.7857084633
1937,Seattle,461547.11753827095
10891,Wetumka,37626.50452682643
6474,Youngstown,150375.87151882026
884,San Francisco,986866.6201115041
12590,McCurtain,40008.16822480522
12895,Town Of Hartford,103058.99978947415
12538,Underwood,279687.92079853103
4041,Los Angeles,311526.86022616964
6379,Philadelphia,173073.8780557515
6265,Harwich,275597.52933941106
317,Antioch,169893.94155534165
4083,Denver,309739.1154434538
1359,Philadelphia,305211.2084182403
3276,San Francisco,527989.4986524553
12434,Highland,142056.45031123678
159,Seattle,483068.93771415955
8173,Neptune Township,373722.3319828435
6527,Los Angeles,379618.9584532263
8883,Paia,500581.63403714023
571,Los Angeles,317014.8309281919
9000,Newport Beach,1389065.3480067744
2111,Tomball,198371.49880265375
1532,Long Beach,367019.2954148368
2692,Portland,227418.0783430461
10436,Deal,1350116.5452387198
597,Daly City,592654.1228553503
10432,Carnegie,40179.519915498895
11248,Whitewater,261367.21702929394
12930,Allensville,87430.65677979832
3249,Palos Verdes Estates,925143.1040277585
4677,Sacramento,241474.5395352174
2905,Los Angeles,835459.2002802885
6674,Oklahoma City,169788.53260950287
875,Philadelphia,557274.3400451946
9504,Hanover Township,193062.70616843825
2318,Los Angeles,343859.3363541735
236,New York,612870.0248930571
430,New York,625012.658312956
13868,Town Of Keene,231526.84765721852
12825,Grady,33454.58826276561
6028,Portland,236666.5636623257
1004,Long Beach,688634.6402733179
12334,Town Of New Lisbon,101551.52006601324
12720,Salisbury,57674.24223608102
11755,Lake Arrowhead,117966.02621677966
4984,San Francisco,1001900.2607877024
5503,Carbondale,445627.43673507526
2342,Glendale,659184.5967013739
2744,Temple City,461333.1825332177
7436,Washington,604792.8692931761
8565,San Francisco,754554.0163455849
12410,Ratliff City,43617.67645178272
13718,Percival,83294.42378044108
12100,Town Of Hartwick,115458.22471469785
2144,Los Angeles,387815.28521505336
542,Arlington,733126.8717871957
7175,Town of Fort Edward,114662.42005011119
1491,Denver,275749.6621503812
9922,Medina,1610425.8581288531
9230,Gasport,102291.1129095261
4848,San Fernando,306322.5549981419
940,Oakland,742661.9254872919
74,New York,498645.2989129097
2160,Los Angeles,398076.0371451471
2624,Miami,394608.5024238364
1019,Los Angeles,483773.638755659
2035,The Woodlands,227051.1960354851
5767,New York,502796.26487292966
11076,Glencoe,81080.59368933276
2843,San Gabriel,445018.62083636294
13210,Town Of Arietta,170245.09107801082
7164,Glendale,699903.4312575514
8324,Bradley Beach,511278.06906154717
12336,Delaplane,456582.29162036435
2812,Crosby,129407.73166024974
1098,Los Angeles,300730.48040336487
7652,Snowflake,113207.07243779795
4297,San Bernardino,160800.83130719734
193,Fremont,553219.9126361422
13305,Burbank,85939.02821195312
3009,Seattle,510869.4138954638
9081,Jackson,126597.73326566257
6004,Hudson Falls,103092.81207950697
7143,Globe,75749.70192415017
9807,Mangum,28410.385329599616
3138,El Cerrito,421835.10215818795
2399,East Los Angeles,273893.799957133
2473,Pasadena,521769.56595622783
4722,Boston,631000.6020206875
10531,Adair,100045.04810605195
5618,Garden Grove,396776.86752007843
1701,San Francisco,825072.076779257
6130,Los Angeles,948134.6983563751
1772,Ardmore,70982.519845785
10359,Lanai City,342282.4400124823
2395,Los Angeles,274640.74567715893
4107,Palm Beach,2777655.272346126
11551,Wayne,60233.71183818492
2374,Washington,1011761.74519028
2462,Houston,451967.3868592946
11193,Blair,55036.91248856356
5233,Santa Barbara,789337.3805351332
104,New York,573419.2349273033
12198,Worcester,168343.61131393196
2961,Palo Alto,1487599.499511274
4462,Nashville,161261.84839764654
11898,Waverly,44612.676515429404
4026,Pikeville,38656.848488725096
12326,Cerulean,93154.19228733162
697,New York,531564.7083728325
6622,San Jose,753147.5727768689
11119,Scotts Hill,58608.93409161565
12543,Clark,347246.2160682888
6592,Craig,139893.1677829127
2175,Redwood City,947109.5366556259
4310,Berkeley,645662.1508036098
519,Seattle,679365.7713160235
10657,Tipton,85888.02964659777
13170,Lincoln,266606.7812153322
13573,Lenore,115386.18827423359
10813,Tonto Basin,116667.35253099645
7002,New York,570689.1389048465
284,Seattle,496452.57326455397
12969,Yampa,182833.54154422422
5261,Boulder,471933.4929929722
3037,Compton,256135.34095166108
9908,Town of Hancock,83060.62013426934
1477,Los Angeles,356288.47088772594
10247,Ponce,93615.69009925613
288,Santa Clara,728223.3105983805
2475,Compton,250936.79432938105
3733,Boston,493140.0416301319
706,Oshtemo,181880.3506586939
12706,Langley,101891.51384649493
11771,Town Of White Creek,121332.39998847268
979,Los Angeles,380524.9473359026
9579,Fayston,237353.97615316513
13272,Sunderland,158910.1478979914
4963,Burbank,518092.2028616764
5232,Nashville,353873.1018322086
15,New York,577670.6760615484
372,Fremont,504083.9437776818
2234,Wahiawa,431812.5349585421
5528,Honolulu,973545.3520523092
3699,Portland,264733.6375307832
1036,Boston,340649.69713859924
1210,Los Angeles,683939.586349027
7970,Chandler,77104.09914348264
2583,Altadena,526937.9813273556
2341,Arlington,581254.7175801868
2896,Redwood City,657073.8053552121
10011,Arlington,601885.6540588164
362,Arlington,453098.6403309893
11241,Jefferson Township,63175.959706834125
4606,Bellevue,705977.4808877811
1990,Brookline,1220233.684723198
8909,Brisbane,604172.0737511944
3100,Fremont,587410.4020335682
3920,Arden-Arcade,273040.1416672973
12005,Town Of Wilmington,138465.79611386554
5182,Inglewood,339124.3762916161
7263,Mount Rainier,224102.25081206864
2291,Burbank,500479.0868011322
11295,Moretown,212580.0788369281
12781,Chattanooga,56654.62933698952
845,Kaneohe,604685.3481505994
8304,Waimanalo,537465.0251708796
4898,Miami,454253.4045055477
267,New York,644707.0716424289
10449,Bethel Island,217962.68682378947
3726,Tonawanda,100611.34442931591
13702,Town of Greece,98255.54544211787
12170,Smithville,53565.00269088538
13013,Town of Granville,115096.42048326404
10541,Oak Creek,260514.652276576
8186,Koloa,531943.531399735
461,North Tonawanda,110656.69698058236
11035,Kenwood,536251.6061253338
4518,Dallas,81173.11649982214
13505,Town of Fort Ann,103880.94568771588
5540,Arlington,628915.5000178552
5491,Pittsburgh,352337.71865418524
2847,Saratoga,1461503.22637263
13296,Town Of Arietta,216444.35895731905
2417,Long Beach,339287.53173285845
7100,Ladera Heights,729485.6929980732
2985,Boulder,664605.1955891536
12065,Town Of Ancram,205137.2650662832
13476,Town Of Henderson,194255.88383484512
5619,Lihue,389485.0223821529
11151,Waimea,351655.3552550719
3510,Cheektowaga,112469.28613074738
3503,Columbus,206054.9953011752
5036,Irvine,882458.4304318259
5755,Atlanta,226581.66841729396
11012,Blue Lake,224510.4285272917
566,Alhambra,461182.396969384
3388,San Jose,691171.0677255746
502,San Francisco,648649.8510227265
3906,Charleston,290019.87560504896
11802,Caroga,89498.61327707341
2545,Seattle,660245.1575032177
13559,Louisville,828048.6272834982
763,Mililani,517014.88607302046
4681,San Gabriel,571808.3638738039
1820,Los Angeles,508071.182415787
455,Cupertino,1220963.450914588
11857,Elora,81141.01204488905
13665,Town Of Preble,115779.94259186806
