City,1997
Abbeville,69471.3683900188
Abell,231801.57708456804
Aberdeen,121966.02579488452
Abernathy,47656.51958565323
Abingdon,163875.781715564
Abington,229169.57181284355
Abington Township,188671.83614554876
Absecon,165184.30049291134
Acampo,154386.3129465285
Accident,83669.62388950081
Accokeek,255294.66165256608
Achille,36240.79989505629
Ackley,78764.77211471056
Acton,278735.14061003615
Acushnet,178689.40776971733
Acworth,157193.88198219883
Ada,58763.58907455248
Adair,54208.532638185716
Adairsville,88305.34892252598
Adairville,46680.09504039216
Adams,123031.20595303073
Adams Center,51360.142155421854
Adamstown,285270.4757279221
Adamsville,55784.14550962263
Addison,161180.3272422211
Addy,73703.25907297713
Adel,58750.72354890777
Adelphi,43942.259355387934
Adena,42577.33326976563
Adkins,114269.07943177265
Adona,42235.12164249314
Adrian,62928.345478596006
Affton,116827.12137272255
Afton,186364.53827818483
Agawam,149323.72744968766
Agness,103842.237597915
Agoura Hills,416964.5464758171
Aguanga,129447.819943806
Aguila,180842.97622585192
Aiea,292889.8996909308
Aiken,107456.75017014821
Airville,129244.5608717573
Airway Heights,105024.00702673114
Ajo,57862.573057321795
Akron,87927.12419572558
Alachua,123056.92894714569
Alameda,210074.99412802898
Alamo,289966.9866469965
Alamosa,74103.86857838197
Albany,101012.65404897601
Albany Township,147807.76835335395
Albemarle,79900.34570918178
Albert City,55303.14200179744
Albertson,213585.75412825245
Albertville,161281.30734682444
Albion,73541.26848000828
Alburnett,112739.34624775866
Alburtis,128266.4351396339
Alcoa,89566.8376717656
Alcolu,62138.57436275767
Alden,159486.2741588685
Alderson,38987.30358395288
Aldie,364721.69978655025
Aledo,201054.32535526122
Alexander,127883.45385103619
Alexandria,211005.66185173704
Alexandria Bay,70016.97062214214
Alger,67637.31310842794
Algonac,105634.57826556196
Algonquin,233320.37301416538
Alhambra,172889.58307526977
Alicia,25331.882711619666
Aliso Viejo,330605.7460091627
Allegan,115913.885596191
Allegheny Township,70505.93712238374
Alleman,139040.38595883132
Allen,148379.16758670026
Allen Park,107403.36682553148
Allendale,292705.60682328267
Allenhurst,86344.11174758928
Allenport,47807.395842494094
Allenspark,154621.16902575415
Allensville,66503.612141073
Allentown,85363.28965431184
Allerton,85918.79525632599
Alliance,69786.61987783233
Allons,49087.992087188075
Alma,92382.10178460063
Almo,72602.79712353331
Alna,177234.5229483734
Alpena,54729.856955439696
Alpharetta,225145.74750067736
Alpine,522904.0367834908
Alsip,162322.36980840165
Alstead,99953.2196384093
Alta,204130.3307444747
Altadena,253494.5541177729
Altamont,48339.44201494327
Altamonte Springs,118416.34383006289
Alto,96203.53016327477
Alton,122964.79742579506
Altoona,77924.09706101232
Altus,41170.03520689864
Alva,164952.8820652694
Alvada,80802.93793539675
Alvin,67609.11841359484
Alvordton,85455.42951606956
Amado,93332.80691869756
Amagansett,683886.1393847085
Amanda,154253.37033198788
Amber,55915.676585955116
Amboy,207910.22034516535
Ambridge,68959.89352028492
Ambrose,67367.56117531688
Amelia,140183.39406157128
American Canyon,141224.64516771448
American Fork,215363.44842566366
Americus,67190.37738406473
Ames,40017.712266437346
Amesbury,236673.4199903223
Amherst,174759.93370540024
Amherstdale,27598.58790726353
Amissville,234511.96842503067
Amity,74424.49832806128
Amity Township,169211.53699023108
Amityville,251489.8720083516
Ammon,113043.16565883599
Anacortes,198535.32148505625
Anaheim,273276.9855086539
Anamosa,116965.683627324
Anchorage,158279.3450028543
Ancona,41065.069678160246
Anderson,81029.13080988538
Andersonville,86205.10693758004
Andover,188673.8887010435
Angelus Oaks,99348.8770993542
Angier,124136.9050294908
Angleton,79978.7621920541
Angwin,514326.39018180384
Ankeny,155241.14006720626
Ann Arbor,234726.84308246456
Anna,96649.97158176421
Anna Maria,377557.3818646568
Annandale,220325.56338342722
Annapolis,336949.3664371114
Ansonia,117566.03172014514
Anthem,211083.8084243214
Anthony,108075.4039969221
Anthonyville,57563.502884631394
Antioch,187020.2193403761
Antlers,55523.631264023024
Antwerp,73920.77984077948
Anza,116626.58303353473
Apache Junction,138376.47028948908
Apalachicola,83154.79014791522
Apex,211671.13357393318
Apollo Beach,154347.37253127331
Apopka,135178.8892279627
Apple Creek,112716.71853619287
Apple Valley,133811.6090853292
Applegate,274908.2743563875
Appling,133865.19919077744
Aptos,441968.86055490846
Arab,98489.76602032897
Arabi,43849.590089798054
Aragon,68908.55665444424
Arcadia,117126.80356458195
Arcanum,96842.73346972304
Archbold,99890.093158067
Archdale,99189.24682392717
Archer,99812.8089457664
Arcola,134156.18311108495
Arden,212450.46870789432
Arden-Arcade,144456.23330401906
Ardmore,100284.2043274874
Ardsley,414065.2310172394
Arendtsville,115107.61779489786
Argos,73422.17876272787
Aristes,33360.036428885294
Arivaca,134138.0077148511
Arkadelphia,64117.93119278568
Arkoma,27549.704705993954
Arlington,185213.36531923953
Arlington Heights,282356.6556773111
Armada,188273.96992262208
Armona,89832.04639731177
Armstrong Township,60261.892448900755
Armuchee,92536.4469575932
Arnett,33595.45481171129
Arnold,182884.5851238899
Arnoldsville,106719.75724124028
Aroda,135622.21925763023
Aromas,486907.3869464821
Arrington,149381.40382226405
Arrowsmith,83788.03418607869
Arroyo Grande,324969.75643138395
Artesia,209262.43007909376
Arvada,182865.8852694924
Arvin,99983.11924856836
Ash Flat,53574.120104602596
Ashburn,229314.09165454263
Ashburnham,157535.43528308714
Ashby,181751.58055433034
Asheboro,94627.38720925787
Asher,32412.004036993563
Ashford,91586.62958216142
Ashland,101054.51848066782
Ashland City,79684.91439120818
Ashley,115175.53063425596
Ashtabula,58957.13591483964
Ashton,412561.73698320606
Ashville,91632.75568720902
Aspen,1783876.952918226
Astatula,109789.01861477057
Aston Township,164604.51230687284
Astor,110015.56378068557
Atascadero,253814.2004708689
Atascocita,113104.32626717204
Atascosa,64820.844661445066
Atglen,152302.45701511425
Athens,122558.94943089977
Athens Township,51008.32456957206
Atherton,530455.8008306613
Athol,124199.60380550635
Atkins,44045.931935209446
Atkinson,217451.939897687
Atlanta,233508.88600861176
Atlantic Beach,289115.8988366223
Atlantic City,132800.11515985196
Atlantic Highlands,276609.5318105268
Atoka,116459.1508153685
Attalla,44515.322292064266
Attica,78766.85732657733
Attleboro,202225.4580863287
Atwater,121328.512637488
Atwood,60277.61712033988
Auberry,147388.53179390635
Aubrey,109720.76236314897
Auburn,161521.60468291276
Auburn Hills,163350.0086011946
Auburndale,99563.8102319802
Audubon,131099.99417138734
Augusta,119799.0381348176
Ault,145110.00346922528
Aumsville,116739.06296878016
Aurelia,65186.0200579306
Aurelius,75948.30764849068
Aurora,172055.7502432209
Austell,115316.5323788081
Austin,193936.29485304104
Austinburg,94547.54304274273
Austintown,82393.02636668262
Autaugaville,84003.75991815412
Autryville,65991.41391517263
Auxier,53780.7385390226
Avalon,311838.96320085257
Aventura,284933.83879434114
Avenue,159694.74179638445
Avera,55214.070036162375
Averill Park,150509.38016110874
Avila Beach,338323.0309012708
Avoca,131265.59489102638
Avon,291218.13407997077
Avon Lake,202023.80695065946
Avon by the Sea,585494.2523811263
Avondale,175176.5511997627
Avondale Estates,183656.11199310192
Avonmore,58254.48010313135
Axton,44073.40190142495
Aydlett,132455.27962741972
Ayer,226193.8350893925
Azle,99102.67367546775
Azusa,185414.70176649094
Babson Park,94091.60152210694
Babylon,259998.85287450798
Back Mountain,92594.51026483747
Bacliff,75416.55071151709
Badger,67406.09436825497
Badin,43634.200738410684
Bailey,156869.22749209875
Baileyton,67689.68397830476
Bainbridge,65044.91932724589
Bainbridge Island,311379.36561144143
Baker,93232.9051194036
Bakersfield,140943.2327472952
Bal Harbour,376282.0206470041
Balch Springs,59488.21063274202
Bald Knob,57760.707735116994
Baldwin,269339.23152363714
Baldwin Park,169745.00860859663
Baldwinville,172238.97823871928
Ball,55323.928565715614
Ball Ground,163458.1436337473
Ballico,206068.9061839661
Ballwin,178559.46188444036
Bally,122036.43791081748
Baltimore,102178.50301408218
Banco,134795.4381602626
Bancroft,95837.37659756467
Baneberry,82009.4033726475
Bangor,86115.79350713565
Bangor Township,102015.87595471778
Banks,168497.7854352042
Banner,41860.3223052932
Banner Elk,150047.71370779234
Banning,115873.13316112633
Baraga,67318.74601845084
Barberton,99454.11807668826
Barboursville,160835.45291612056
Barclay,98522.61384304595
Barco,135756.00920144087
Bardolph,20583.30708613255
Bardstown,94698.02134984477
Barker,75858.19006149843
Barling,65269.77913203082
Barnegat Light,504532.2793852486
Barnegat Township,182438.213325542
Barnesville,330310.1920417852
Barneveld,153644.95459284208
Barnhart,112294.660070925
Barnsdall,40828.64466856716
Barnstable,258123.85947775684
Barnum,61484.62546549683
Barnwell,60295.0909066738
Baroda,116489.69444180206
Barre,107545.27059223044
Barrington,166333.12814057304
Barstow,80084.13769680071
Bartlesville,52337.09508629573
Bartlett,168166.13828477473
Bartow,100281.7188065048
Barwick,45732.39495785814
Bassett,41164.9808150571
Bastrop,65276.82658233264
Batavia,185545.86643069898
Batesburg-Leesville,91332.76170213602
Batesville,55324.902984667024
Bath,105838.22521120461
Bath Springs,44732.14814867263
Battle Creek,95717.82081971542
Battle Ground,171788.64055663868
Bauxite,116842.60371032715
Baxley,41611.27595177034
Baxter,87451.94045372235
Bay City,70747.01913543689
Bay Minette,77665.72462492617
Bay Village,158463.71659501127
Bayonne,215107.22015985407
Bayport,176357.65021569468
Bayside,130159.9128993897
Baytown,104799.99315161134
Bayville,367517.3468061875
Beach City,87582.01020572151
Beachwood,150704.4083940598
Beacon,151335.6636463812
Bealeton,154633.22663589046
Beallsville,310538.5872421418
Bear,183773.7394512392
Beasley,96835.81855842604
Beaufort,150208.2462248178
Beaumont,162522.05709423654
Beaver,71066.01154733435
Beavercreek,138454.47556634707
Beaverdam Lake-Salisbury Mills,231656.5238683891
Beaverton,161763.33704514152
Becker,128078.050514722
Beckley,49585.971071836364
Bedford,179365.6219144242
Bedford Township,67699.13635575473
Bedminster Township,298302.8984120288
Bee Cave,342087.575396182
Beebe,73408.19406778438
Beech Bluff,76912.20079881987
Beecher,112238.55269412353
Beechgrove,72268.1580947025
Beekman,264642.4320482447
Beersheba Springs,40918.20304183914
Beggs,50645.33585497347
Bel Air,208123.5663683808
Bel Alton,219173.10146861046
Belcamp,134306.48540959734
Belchertown,179968.76049636022
Belews Creek,127921.46817199074
Belfast,70935.3155286735
Belgrade,143493.00433472288
Belington,64373.84422698637
Bell,113030.16208233082
Bell Buckle,116694.5665415917
Bell Township,41138.27297306851
Bella Vista,103240.31423566485
Bellaire,310678.24173823296
Belle,52627.7389536799
Belle Center,102801.15049726244
Belle Glade,124828.86863310727
Belle Haven,336402.36290373263
Belle Plaine,151254.60010840296
Belleair Beach,303389.66906639066
Bellefontaine Neighbors,42170.89923539839
Belleville,163979.15008783466
Bellevue,173190.83530337785
Bellflower,205397.4849918923
Bellingham,164929.79261435353
Bellmawr,113784.21337385217
Bellmore,267861.71773447545
Bellows Falls,83245.65089813179
Bellport,177108.22845522148
Bells,60106.85375038986
Bellville,113545.0730515782
Bellvue,189963.05115984273
Bellwood,115285.44921023115
Belmont,288649.86734982755
Beloit,76994.08535637202
Belpre,77953.33510403473
Belton,73307.73210593361
Beltsville,188043.2354490052
Belvidere,144278.9177228814
Belwood,62452.07613260688
Bemidji,111939.62236708023
Ben Lomond,270347.3283241251
Benbrook,120914.94484502828
Bend,181897.93002939477
Bendersville,79820.15683434943
Benicia,229414.20182112913
Benld,39569.16695132079
Bennet,137007.5622040236
Bennett,119261.32923547484
Bennington,95601.26530863164
Bensalem Township,164619.18709142646
Bensenville,203147.08536892032
Bentleyville,81958.25454816477
Benton,78195.75401729767
Benton Harbor,76412.94969898452
Benton Township,85041.44900187645
Bentonville,137107.23744630953
Berea,103536.68105172212
Bergenfield,223154.48602582508
Berkeley,187067.13188898403
Berkeley Heights,408294.4157400285
Berkeley Township,164083.78390969217
Berkey,124811.91115104807
Berkley,182160.51806019663
Berkshire,55014.77198872045
Berlin,169665.9786122278
Berlin Center,111005.84979892599
Berlin Heights,128245.99602394168
Bern Township,121073.00576902324
Bernardsville,518320.2873796642
Berry,96765.34213886457
Berryton,133200.1561232226
Berryville,136197.5071346045
Berthoud,203478.96991139557
Berwick,87932.17777332214
Berwyn,161399.78443988427
Bethalto,80017.84432658144
Bethany,70613.02134373518
Bethany Beach,377276.7384155837
Bethel,113457.15513056592
Bethel Island,100258.1718790637
Bethel Park,109820.05976544012
Bethel Springs,48747.267351122704
Bethel Township,109944.33548588355
Bethesda,504125.2722877227
Bethlehem,144171.370910304
Bethlehem Township,235235.41751672106
Bethpage,172361.4930353425
Betterton,119285.92950319234
Bettsville,59603.32825756589
Beulah,102471.68157519966
Beulaville,71078.25848282939
Beverly,160470.725787362
Beverly Hills,91117.07101258525
Bexley,135086.16296154435
Biddeford,298638.23150744254
Big Bear City,92794.67442834008
Big Bear Lake,154209.01580502352
Big Cabin,75001.22528079415
Big Clifty,117292.36396223682
Big Flat,29235.266435074154
Big Island,79573.45883663763
Big Lake,120628.78547389588
Big Pool,167458.90022791486
Big Prairie,74356.9203798426
Big Rock,132746.94271337564
