,name,pop,lat,lon,2019
1657,Artesia ,16616.0,33.8690197,-118.0796195,565068.6804887252
1658,Artesia ,11409.0,33.8690197,-118.0796195,565068.6804887252
1378,Colleyville ,23344.0,32.8809603,-97.155012,560970.3824676946
216,Escondido ,146247.0,33.1216751,-117.08148490000002,559293.0415307928
118,Glendale ,228645.0,34.142345500000005,-118.24836709999998,557761.5154888645
119,Glendale ,193214.0,34.142345500000005,-118.24836709999998,557761.5154888645
120,Glendale ,12884.0,34.142345500000005,-118.24836709999998,557761.5154888645
623,Rockville ,62143.0,39.0840054,-77.15275729999999,557452.4346261284
1912,Lone Tree ,11564.0,39.5366435,-104.8855209,556127.139852656
615,Montebello ,63090.0,34.0159398,-118.111975,549053.545966597
441,Whittier ,85883.0,33.974893200000004,-118.0336975,548513.3142009678
819,Covina ,48103.0,34.0877926,-117.8891164,547155.0878654473
1682,Terrell ,15978.0,32.7359626,-96.2752569,546896.783483987
450,Tracy ,84114.0,37.718829,-121.4342842,544551.9638407993
1626,Bellaire ,17189.0,29.7057858,-95.45882990000001,543091.1953505586
2023,Placerville ,10336.0,38.7296252,-120.798546,542654.4442610532
714,Eastvale ,54591.0,33.9766799,-117.55984440000002,541895.3559363977
909,Rohnert Park ,41025.0,38.3396367,-122.70109840000002,541185.354490835
1503,American Canyon ,19874.0,38.223457,-122.227043,541027.1842032123
360,El Cajon ,100833.0,32.7947731,-116.96252690000001,540264.9320958151
179,Oceanside ,169795.0,33.1958696,-117.3794834,539874.6000607105
345,Burbank ,29036.0,34.181648200000005,-118.3258554,538901.0910554171
344,Burbank ,104003.0,34.181648200000005,-118.3258554,538901.0910554171
1623,Secaucus ,17270.0,40.7899291,-74.0566735,538441.3636778585
149,Oxnard ,200080.0,34.1975048,-119.17705159999998,536419.8154235049
1170,Atascadero ,28591.0,35.4894169,-120.67072549999999,535901.6120000217
1509,Golden ,19643.0,39.755542999999996,-105.2210997,533280.7757851887
1830,Grover Beach ,13210.0,35.1209452,-120.62183759999999,532249.7443203928
659,Gardena ,59279.0,33.888330200000006,-118.3070892,529281.0284179982
1259,Imperial Beach ,26651.0,32.58394439999999,-117.11308490000002,529026.0012995627
1443,Duarte ,21480.0,34.1394513,-117.97728729999999,528142.38414736
1220,Norco ,27250.0,33.9323307,-117.55089009999999,526628.8285145913
2098,Olney ,9111.0,39.1532123,-77.0668408,526411.1421473282
2089,Snohomish ,9252.0,48.007473600000004,-121.7304882,526050.1050691957
2042,Sedona ,10009.0,34.86577570000001,-111.79298909999999,524546.5236847489
410,Lawrence ,89050.0,38.9719384,-95.2359496,523407.572907725
412,Lawrence ,46329.0,38.9719384,-95.2359496,523407.572907725
411,Lawrence ,76986.0,38.9719384,-95.2359496,523407.572907725
153,Yonkers ,197772.0,40.9312099,-73.8987469,523372.4985031096
1296,West Linn ,25411.0,45.3656761,-122.61231409999998,523152.89523098536
381,Vista ,95168.0,33.2000368,-117.2425355,522867.2276932388
686,White Plains ,57231.0,41.0339862,-73.76290970000001,521427.19389425643
211,Pasadena ,138036.0,34.14764520000001,-118.14447790000001,518561.53628610907
210,Pasadena ,151308.0,34.14764520000001,-118.14447790000001,518561.53628610907
497,Bellflower ,77134.0,33.8825705,-118.1167679,517136.34024820896
315,Inglewood ,110834.0,33.9616801,-118.3531311,516431.88694044703
966,Park Ridge ,37609.0,42.011141200000004,-87.8406192,515310.9891637617
992,Oakley ,36642.0,37.9974219,-121.71245359999999,514518.7122183385
1066,Seaside ,33413.0,36.625808500000005,-121.8170358,513965.86622648896
481,Chino ,79620.0,34.013356099999996,-117.690075,513026.1337049822
713,Santee ,54597.0,32.8383828,-116.97391670000002,511425.5025072182
459,Livermore ,82360.0,37.6820583,-121.76805309999999,510692.23902360216
304,El Monte ,114354.0,34.0751571,-118.036849,506659.0972841784
1396,Fairfax ,22792.0,38.8462236,-77.3063733,505933.4184058268
1397,Fairfax ,7511.0,38.8462236,-77.3063733,505933.4184058268
2151,Boonton ,8405.0,40.9025989,-74.40709709999999,500668.594931094
206,Corona ,155005.0,40.7469593,-73.8601456,500303.57359691133
251,Bellevue ,51888.0,47.614421899999996,-122.1923372,497878.6978917095
250,Bellevue ,130267.0,47.614421899999996,-122.1923372,497878.6978917095
252,Bellevue ,8164.0,47.614421899999996,-122.1923372,497878.6978917095
237,Orange ,138438.0,33.750037799999994,-117.87049309999999,496531.6122949769
238,Orange ,18676.0,33.750037799999994,-117.87049309999999,496531.6122949769
954,Woburn ,38622.0,42.479261799999996,-71.1522766,494904.7162723079
859,Bonita Springs ,44927.0,26.361864500000003,-81.79306068,494888.3536819382
875,Draper ,43273.0,40.5246711,-111.8638226,493462.6328069555
635,Waltham ,61377.0,42.3756401,-71.2358004,492691.41635783593
2142,Cortez ,8474.0,37.349375200000004,-108.5872365,490062.7080833801
